Temperature (K)	Pressure (psia)	Density (lbm/ft3)	Volume (ft3/lbm)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (ft/s)	Joule-Thomson (F/psia)	Viscosity (lbm/ft*s)	Therm. Cond. (W/m*K)	Phase
252.47	2500.0	65.845	0.015187	4.7338	5.4531	22.113	40.234	78.123	2723.9	-0.0014421	9.2938e-05	0.13988	liquid
252.53	2500.0	65.832	0.015190	4.7388	5.4583	22.134	40.233	78.132	2722.7	-0.0014382	9.2873e-05	0.13982	liquid
252.60	2500.0	65.818	0.015193	4.7439	5.4635	22.155	40.232	78.141	2721.5	-0.0014343	9.2808e-05	0.13975	liquid
252.67	2500.0	65.805	0.015196	4.7490	5.4687	22.175	40.230	78.150	2720.3	-0.0014304	9.2743e-05	0.13968	liquid
252.73	2500.0	65.791	0.015200	4.7540	5.4739	22.196	40.229	78.160	2719.2	-0.0014265	9.2678e-05	0.13962	liquid
252.80	2500.0	65.777	0.015203	4.7591	5.4791	22.217	40.228	78.169	2718.0	-0.0014226	9.2614e-05	0.13955	liquid
252.87	2500.0	65.764	0.015206	4.7642	5.4843	22.237	40.227	78.179	2716.8	-0.0014187	9.2549e-05	0.13948	liquid
252.93	2500.0	65.750	0.015209	4.7692	5.4895	22.258	40.226	78.188	2715.6	-0.0014147	9.2484e-05	0.13942	liquid
253.00	2500.0	65.737	0.015212	4.7743	5.4947	22.278	40.225	78.197	2714.4	-0.0014108	9.2420e-05	0.13935	liquid
253.07	2500.0	65.723	0.015215	4.7793	5.5000	22.299	40.224	78.207	2713.3	-0.0014069	9.2355e-05	0.13928	liquid
253.13	2500.0	65.709	0.015219	4.7844	5.5052	22.320	40.223	78.216	2712.1	-0.0014029	9.2291e-05	0.13922	liquid
253.20	2500.0	65.696	0.015222	4.7895	5.5104	22.340	40.222	78.226	2710.9	-0.0013990	9.2226e-05	0.13915	liquid
253.27	2500.0	65.682	0.015225	4.7945	5.5156	22.361	40.221	78.235	2709.7	-0.0013950	9.2162e-05	0.13908	liquid
253.33	2500.0	65.668	0.015228	4.7996	5.5208	22.381	40.220	78.244	2708.5	-0.0013911	9.2098e-05	0.13902	liquid
253.40	2500.0	65.655	0.015231	4.8047	5.5260	22.402	40.219	78.254	2707.4	-0.0013871	9.2034e-05	0.13895	liquid
253.47	2500.0	65.641	0.015234	4.8097	5.5312	22.423	40.218	78.263	2706.2	-0.0013831	9.1969e-05	0.13888	liquid
253.53	2500.0	65.627	0.015238	4.8148	5.5365	22.443	40.217	78.273	2705.0	-0.0013791	9.1905e-05	0.13882	liquid
253.60	2500.0	65.614	0.015241	4.8199	5.5417	22.464	40.216	78.282	2703.8	-0.0013752	9.1841e-05	0.13875	liquid
253.67	2500.0	65.600	0.015244	4.8249	5.5469	22.484	40.215	78.292	2702.6	-0.0013712	9.1777e-05	0.13869	liquid
253.73	2500.0	65.586	0.015247	4.8300	5.5521	22.505	40.214	78.302	2701.5	-0.0013672	9.1713e-05	0.13862	liquid
253.80	2500.0	65.573	0.015250	4.8351	5.5573	22.525	40.213	78.311	2700.3	-0.0013632	9.1649e-05	0.13855	liquid
253.87	2500.0	65.559	0.015253	4.8402	5.5626	22.546	40.212	78.321	2699.1	-0.0013592	9.1586e-05	0.13849	liquid
253.93	2500.0	65.545	0.015257	4.8452	5.5678	22.567	40.211	78.330	2697.9	-0.0013552	9.1522e-05	0.13842	liquid
254.00	2500.0	65.531	0.015260	4.8503	5.5730	22.587	40.210	78.340	2696.8	-0.0013512	9.1458e-05	0.13835	liquid
254.07	2500.0	65.518	0.015263	4.8554	5.5782	22.608	40.209	78.349	2695.6	-0.0013471	9.1395e-05	0.13829	liquid
254.13	2500.0	65.504	0.015266	4.8604	5.5835	22.628	40.208	78.359	2694.4	-0.0013431	9.1331e-05	0.13822	liquid
254.20	2500.0	65.490	0.015269	4.8655	5.5887	22.649	40.207	78.369	2693.2	-0.0013391	9.1267e-05	0.13815	liquid
254.27	2500.0	65.477	0.015273	4.8706	5.5939	22.669	40.206	78.378	2692.0	-0.0013350	9.1204e-05	0.13809	liquid
254.33	2500.0	65.463	0.015276	4.8757	5.5991	22.690	40.205	78.388	2690.9	-0.0013310	9.1141e-05	0.13802	liquid
254.40	2500.0	65.449	0.015279	4.8807	5.6044	22.710	40.204	78.398	2689.7	-0.0013269	9.1077e-05	0.13795	liquid
254.47	2500.0	65.435	0.015282	4.8858	5.6096	22.731	40.203	78.407	2688.5	-0.0013229	9.1014e-05	0.13789	liquid
254.53	2500.0	65.422	0.015285	4.8909	5.6148	22.751	40.202	78.417	2687.3	-0.0013188	9.0951e-05	0.13782	liquid
254.60	2500.0	65.408	0.015289	4.8960	5.6200	22.772	40.201	78.427	2686.1	-0.0013147	9.0888e-05	0.13776	liquid
254.67	2500.0	65.394	0.015292	4.9010	5.6253	22.793	40.200	78.436	2685.0	-0.0013107	9.0824e-05	0.13769	liquid
254.73	2500.0	65.380	0.015295	4.9061	5.6305	22.813	40.199	78.446	2683.8	-0.0013066	9.0761e-05	0.13762	liquid
254.80	2500.0	65.367	0.015298	4.9112	5.6357	22.834	40.198	78.456	2682.6	-0.0013025	9.0698e-05	0.13756	liquid
254.87	2500.0	65.353	0.015302	4.9163	5.6410	22.854	40.197	78.466	2681.4	-0.0012984	9.0635e-05	0.13749	liquid
254.93	2500.0	65.339	0.015305	4.9213	5.6462	22.875	40.196	78.476	2680.3	-0.0012943	9.0572e-05	0.13742	liquid
255.00	2500.0	65.325	0.015308	4.9264	5.6514	22.895	40.195	78.485	2679.1	-0.0012902	9.0510e-05	0.13736	liquid
255.07	2500.0	65.312	0.015311	4.9315	5.6567	22.916	40.194	78.495	2677.9	-0.0012861	9.0447e-05	0.13729	liquid
255.13	2500.0	65.298	0.015314	4.9366	5.6619	22.936	40.193	78.505	2676.7	-0.0012820	9.0384e-05	0.13723	liquid
255.20	2500.0	65.284	0.015318	4.9417	5.6671	22.957	40.192	78.515	2675.5	-0.0012779	9.0321e-05	0.13716	liquid
255.27	2500.0	65.270	0.015321	4.9468	5.6724	22.977	40.191	78.525	2674.4	-0.0012737	9.0259e-05	0.13709	liquid
255.33	2500.0	65.257	0.015324	4.9518	5.6776	22.998	40.190	78.535	2673.2	-0.0012696	9.0196e-05	0.13703	liquid
255.40	2500.0	65.243	0.015327	4.9569	5.6828	23.018	40.189	78.544	2672.0	-0.0012655	9.0134e-05	0.13696	liquid
255.47	2500.0	65.229	0.015331	4.9620	5.6881	23.039	40.188	78.554	2670.8	-0.0012613	9.0071e-05	0.13689	liquid
255.53	2500.0	65.215	0.015334	4.9671	5.6933	23.059	40.187	78.564	2669.6	-0.0012572	9.0009e-05	0.13683	liquid
255.60	2500.0	65.201	0.015337	4.9722	5.6985	23.080	40.186	78.574	2668.5	-0.0012530	8.9947e-05	0.13676	liquid
255.67	2500.0	65.188	0.015340	4.9773	5.7038	23.100	40.185	78.584	2667.3	-0.0012489	8.9884e-05	0.13670	liquid
255.73	2500.0	65.174	0.015344	4.9823	5.7090	23.121	40.184	78.594	2666.1	-0.0012447	8.9822e-05	0.13663	liquid
255.80	2500.0	65.160	0.015347	4.9874	5.7143	23.141	40.183	78.604	2664.9	-0.0012405	8.9760e-05	0.13656	liquid
255.87	2500.0	65.146	0.015350	4.9925	5.7195	23.162	40.182	78.614	2663.8	-0.0012364	8.9698e-05	0.13650	liquid
255.93	2500.0	65.132	0.015353	4.9976	5.7247	23.182	40.181	78.624	2662.6	-0.0012322	8.9636e-05	0.13643	liquid
256.00	2500.0	65.118	0.015357	5.0027	5.7300	23.203	40.180	78.634	2661.4	-0.0012280	8.9574e-05	0.13637	liquid
256.07	2500.0	65.105	0.015360	5.0078	5.7352	23.223	40.179	78.644	2660.2	-0.0012238	8.9512e-05	0.13630	liquid
256.13	2500.0	65.091	0.015363	5.0129	5.7405	23.244	40.178	78.654	2659.0	-0.0012196	8.9450e-05	0.13623	liquid
256.20	2500.0	65.077	0.015366	5.0179	5.7457	23.264	40.177	78.664	2657.9	-0.0012154	8.9388e-05	0.13617	liquid
256.27	2500.0	65.063	0.015370	5.0230	5.7510	23.285	40.176	78.674	2656.7	-0.0012112	8.9326e-05	0.13610	liquid
256.33	2500.0	65.049	0.015373	5.0281	5.7562	23.305	40.175	78.684	2655.5	-0.0012069	8.9265e-05	0.13604	liquid
256.40	2500.0	65.035	0.015376	5.0332	5.7614	23.325	40.174	78.694	2654.3	-0.0012027	8.9203e-05	0.13597	liquid
256.47	2500.0	65.022	0.015380	5.0383	5.7667	23.346	40.173	78.704	2653.2	-0.0011985	8.9141e-05	0.13590	liquid
256.53	2500.0	65.008	0.015383	5.0434	5.7719	23.366	40.172	78.715	2652.0	-0.0011942	8.9080e-05	0.13584	liquid
256.60	2500.0	64.994	0.015386	5.0485	5.7772	23.387	40.171	78.725	2650.8	-0.0011900	8.9018e-05	0.13577	liquid
256.67	2500.0	64.980	0.015389	5.0536	5.7824	23.407	40.170	78.735	2649.6	-0.0011857	8.8957e-05	0.13571	liquid
256.73	2500.0	64.966	0.015393	5.0587	5.7877	23.428	40.169	78.745	2648.4	-0.0011815	8.8895e-05	0.13564	liquid
256.80	2500.0	64.952	0.015396	5.0638	5.7929	23.448	40.168	78.755	2647.3	-0.0011772	8.8834e-05	0.13557	liquid
256.87	2500.0	64.938	0.015399	5.0689	5.7982	23.469	40.167	78.765	2646.1	-0.0011729	8.8773e-05	0.13551	liquid
256.93	2500.0	64.924	0.015403	5.0740	5.8034	23.489	40.166	78.776	2644.9	-0.0011687	8.8711e-05	0.13544	liquid
257.00	2500.0	64.911	0.015406	5.0791	5.8087	23.510	40.165	78.786	2643.7	-0.0011644	8.8650e-05	0.13538	liquid
257.07	2500.0	64.897	0.015409	5.0842	5.8139	23.530	40.164	78.796	2642.6	-0.0011601	8.8589e-05	0.13531	liquid
257.13	2500.0	64.883	0.015412	5.0893	5.8192	23.550	40.164	78.806	2641.4	-0.0011558	8.8528e-05	0.13524	liquid
257.20	2500.0	64.869	0.015416	5.0944	5.8245	23.571	40.163	78.816	2640.2	-0.0011515	8.8467e-05	0.13518	liquid
257.27	2500.0	64.855	0.015419	5.0995	5.8297	23.591	40.162	78.827	2639.0	-0.0011472	8.8406e-05	0.13511	liquid
257.33	2500.0	64.841	0.015422	5.1046	5.8350	23.612	40.161	78.837	2637.8	-0.0011429	8.8345e-05	0.13505	liquid
257.40	2500.0	64.827	0.015426	5.1097	5.8402	23.632	40.160	78.847	2636.7	-0.0011386	8.8284e-05	0.13498	liquid
257.47	2500.0	64.813	0.015429	5.1148	5.8455	23.653	40.159	78.858	2635.5	-0.0011342	8.8223e-05	0.13492	liquid
257.53	2500.0	64.799	0.015432	5.1199	5.8507	23.673	40.158	78.868	2634.3	-0.0011299	8.8163e-05	0.13485	liquid
257.60	2500.0	64.785	0.015436	5.1250	5.8560	23.693	40.157	78.878	2633.1	-0.0011256	8.8102e-05	0.13478	liquid
257.67	2500.0	64.771	0.015439	5.1301	5.8613	23.714	40.156	78.889	2632.0	-0.0011212	8.8041e-05	0.13472	liquid
257.73	2500.0	64.757	0.015442	5.1352	5.8665	23.734	40.155	78.899	2630.8	-0.0011169	8.7981e-05	0.13465	liquid
257.80	2500.0	64.743	0.015446	5.1403	5.8718	23.755	40.154	78.909	2629.6	-0.0011125	8.7920e-05	0.13459	liquid
257.87	2500.0	64.729	0.015449	5.1454	5.8770	23.775	40.153	78.920	2628.4	-0.0011082	8.7860e-05	0.13452	liquid
257.93	2500.0	64.716	0.015452	5.1505	5.8823	23.795	40.152	78.930	2627.2	-0.0011038	8.7799e-05	0.13445	liquid
258.00	2500.0	64.702	0.015456	5.1556	5.8876	23.816	40.151	78.941	2626.1	-0.0010994	8.7739e-05	0.13439	liquid
258.07	2500.0	64.688	0.015459	5.1607	5.8928	23.836	40.150	78.951	2624.9	-0.0010950	8.7678e-05	0.13432	liquid
258.13	2500.0	64.674	0.015462	5.1658	5.8981	23.857	40.150	78.962	2623.7	-0.0010906	8.7618e-05	0.13426	liquid
258.20	2500.0	64.660	0.015466	5.1709	5.9033	23.877	40.149	78.972	2622.5	-0.0010863	8.7558e-05	0.13419	liquid
258.27	2500.0	64.646	0.015469	5.1760	5.9086	23.897	40.148	78.983	2621.4	-0.0010819	8.7498e-05	0.13413	liquid
258.33	2500.0	64.632	0.015472	5.1811	5.9139	23.918	40.147	78.993	2620.2	-0.0010774	8.7438e-05	0.13406	liquid
258.40	2500.0	64.618	0.015476	5.1862	5.9191	23.938	40.146	79.004	2619.0	-0.0010730	8.7377e-05	0.13399	liquid
258.47	2500.0	64.604	0.015479	5.1913	5.9244	23.959	40.145	79.014	2617.8	-0.0010686	8.7317e-05	0.13393	liquid
258.53	2500.0	64.590	0.015482	5.1964	5.9297	23.979	40.144	79.025	2616.7	-0.0010642	8.7257e-05	0.13386	liquid
258.60	2500.0	64.576	0.015486	5.2015	5.9349	23.999	40.143	79.035	2615.5	-0.0010598	8.7198e-05	0.13380	liquid
258.67	2500.0	64.562	0.015489	5.2066	5.9402	24.020	40.142	79.046	2614.3	-0.0010553	8.7138e-05	0.13373	liquid
258.73	2500.0	64.548	0.015492	5.2118	5.9455	24.040	40.141	79.057	2613.1	-0.0010509	8.7078e-05	0.13367	liquid
258.80	2500.0	64.534	0.015496	5.2169	5.9508	24.060	40.140	79.067	2611.9	-0.0010464	8.7018e-05	0.13360	liquid
258.87	2500.0	64.520	0.015499	5.2220	5.9560	24.081	40.140	79.078	2610.8	-0.0010420	8.6958e-05	0.13354	liquid
258.93	2500.0	64.506	0.015503	5.2271	5.9613	24.101	40.139	79.088	2609.6	-0.0010375	8.6899e-05	0.13347	liquid
259.00	2500.0	64.492	0.015506	5.2322	5.9666	24.121	40.138	79.099	2608.4	-0.0010330	8.6839e-05	0.13340	liquid
259.07	2500.0	64.478	0.015509	5.2373	5.9718	24.142	40.137	79.110	2607.2	-0.0010286	8.6779e-05	0.13334	liquid
259.13	2500.0	64.463	0.015513	5.2424	5.9771	24.162	40.136	79.120	2606.1	-0.0010241	8.6720e-05	0.13327	liquid
259.20	2500.0	64.449	0.015516	5.2475	5.9824	24.183	40.135	79.131	2604.9	-0.0010196	8.6660e-05	0.13321	liquid
259.27	2500.0	64.435	0.015519	5.2527	5.9877	24.203	40.134	79.142	2603.7	-0.0010151	8.6601e-05	0.13314	liquid
259.33	2500.0	64.421	0.015523	5.2578	5.9929	24.223	40.133	79.153	2602.5	-0.0010106	8.6542e-05	0.13308	liquid
259.40	2500.0	64.407	0.015526	5.2629	5.9982	24.244	40.132	79.163	2601.4	-0.0010061	8.6482e-05	0.13301	liquid
259.47	2500.0	64.393	0.015530	5.2680	6.0035	24.264	40.132	79.174	2600.2	-0.0010016	8.6423e-05	0.13295	liquid
259.53	2500.0	64.379	0.015533	5.2731	6.0088	24.284	40.131	79.185	2599.0	-0.00099703	8.6364e-05	0.13288	liquid
259.60	2500.0	64.365	0.015536	5.2783	6.0141	24.305	40.130	79.196	2597.8	-0.00099250	8.6305e-05	0.13281	liquid
259.67	2500.0	64.351	0.015540	5.2834	6.0193	24.325	40.129	79.207	2596.7	-0.00098797	8.6246e-05	0.13275	liquid
259.73	2500.0	64.337	0.015543	5.2885	6.0246	24.345	40.128	79.217	2595.5	-0.00098342	8.6186e-05	0.13268	liquid
259.80	2500.0	64.323	0.015547	5.2936	6.0299	24.366	40.127	79.228	2594.3	-0.00097888	8.6127e-05	0.13262	liquid
259.87	2500.0	64.309	0.015550	5.2987	6.0352	24.386	40.126	79.239	2593.1	-0.00097432	8.6068e-05	0.13255	liquid
259.93	2500.0	64.295	0.015553	5.3039	6.0405	24.406	40.125	79.250	2591.9	-0.00096976	8.6010e-05	0.13249	liquid
260.00	2500.0	64.281	0.015557	5.3090	6.0458	24.427	40.125	79.261	2590.8	-0.00096519	8.5951e-05	0.13242	liquid
260.07	2500.0	64.266	0.015560	5.3141	6.0510	24.447	40.124	79.272	2589.6	-0.00096061	8.5892e-05	0.13236	liquid
260.13	2500.0	64.252	0.015564	5.3192	6.0563	24.467	40.123	79.283	2588.4	-0.00095603	8.5833e-05	0.13229	liquid
260.20	2500.0	64.238	0.015567	5.3243	6.0616	24.488	40.122	79.294	2587.2	-0.00095144	8.5774e-05	0.13223	liquid
260.27	2500.0	64.224	0.015570	5.3295	6.0669	24.508	40.121	79.304	2586.1	-0.00094685	8.5716e-05	0.13216	liquid
260.33	2500.0	64.210	0.015574	5.3346	6.0722	24.528	40.120	79.315	2584.9	-0.00094224	8.5657e-05	0.13210	liquid
260.40	2500.0	64.196	0.015577	5.3397	6.0775	24.548	40.119	79.326	2583.7	-0.00093764	8.5598e-05	0.13203	liquid
260.47	2500.0	64.182	0.015581	5.3448	6.0828	24.569	40.119	79.337	2582.5	-0.00093302	8.5540e-05	0.13197	liquid
260.53	2500.0	64.168	0.015584	5.3500	6.0881	24.589	40.118	79.348	2581.4	-0.00092840	8.5481e-05	0.13190	liquid
260.60	2500.0	64.153	0.015588	5.3551	6.0933	24.609	40.117	79.359	2580.2	-0.00092377	8.5423e-05	0.13183	liquid
260.67	2500.0	64.139	0.015591	5.3602	6.0986	24.630	40.116	79.370	2579.0	-0.00091913	8.5365e-05	0.13177	liquid
260.73	2500.0	64.125	0.015595	5.3654	6.1039	24.650	40.115	79.382	2577.8	-0.00091449	8.5306e-05	0.13170	liquid
260.80	2500.0	64.111	0.015598	5.3705	6.1092	24.670	40.114	79.393	2576.7	-0.00090984	8.5248e-05	0.13164	liquid
260.87	2500.0	64.097	0.015601	5.3756	6.1145	24.691	40.113	79.404	2575.5	-0.00090519	8.5190e-05	0.13157	liquid
260.93	2500.0	64.083	0.015605	5.3807	6.1198	24.711	40.113	79.415	2574.3	-0.00090052	8.5132e-05	0.13151	liquid
261.00	2500.0	64.068	0.015608	5.3859	6.1251	24.731	40.112	79.426	2573.1	-0.00089585	8.5073e-05	0.13144	liquid
261.07	2500.0	64.054	0.015612	5.3910	6.1304	24.751	40.111	79.437	2572.0	-0.00089118	8.5015e-05	0.13138	liquid
261.13	2500.0	64.040	0.015615	5.3961	6.1357	24.772	40.110	79.448	2570.8	-0.00088649	8.4957e-05	0.13131	liquid
261.20	2500.0	64.026	0.015619	5.4013	6.1410	24.792	40.109	79.459	2569.6	-0.00088180	8.4899e-05	0.13125	liquid
261.27	2500.0	64.012	0.015622	5.4064	6.1463	24.812	40.108	79.471	2568.4	-0.00087711	8.4841e-05	0.13118	liquid
261.33	2500.0	63.997	0.015626	5.4115	6.1516	24.833	40.108	79.482	2567.3	-0.00087240	8.4783e-05	0.13112	liquid
261.40	2500.0	63.983	0.015629	5.4167	6.1569	24.853	40.107	79.493	2566.1	-0.00086769	8.4726e-05	0.13105	liquid
261.47	2500.0	63.969	0.015633	5.4218	6.1622	24.873	40.106	79.504	2564.9	-0.00086297	8.4668e-05	0.13099	liquid
261.53	2500.0	63.955	0.015636	5.4269	6.1675	24.893	40.105	79.515	2563.7	-0.00085825	8.4610e-05	0.13092	liquid
261.60	2500.0	63.941	0.015640	5.4321	6.1728	24.914	40.104	79.527	2562.5	-0.00085352	8.4552e-05	0.13086	liquid
261.67	2500.0	63.926	0.015643	5.4372	6.1781	24.934	40.103	79.538	2561.4	-0.00084878	8.4495e-05	0.13079	liquid
261.73	2500.0	63.912	0.015646	5.4424	6.1834	24.954	40.103	79.549	2560.2	-0.00084403	8.4437e-05	0.13073	liquid
261.80	2500.0	63.898	0.015650	5.4475	6.1887	24.974	40.102	79.561	2559.0	-0.00083928	8.4379e-05	0.13066	liquid
261.87	2500.0	63.884	0.015653	5.4526	6.1940	24.995	40.101	79.572	2557.8	-0.00083452	8.4322e-05	0.13060	liquid
261.93	2500.0	63.869	0.015657	5.4578	6.1993	25.015	40.100	79.583	2556.7	-0.00082976	8.4264e-05	0.13053	liquid
262.00	2500.0	63.855	0.015660	5.4629	6.2046	25.035	40.099	79.595	2555.5	-0.00082498	8.4207e-05	0.13047	liquid
262.07	2500.0	63.841	0.015664	5.4681	6.2099	25.055	40.098	79.606	2554.3	-0.00082020	8.4150e-05	0.13040	liquid
262.13	2500.0	63.827	0.015667	5.4732	6.2152	25.076	40.098	79.617	2553.1	-0.00081542	8.4092e-05	0.13034	liquid
262.20	2500.0	63.812	0.015671	5.4783	6.2205	25.096	40.097	79.629	2552.0	-0.00081062	8.4035e-05	0.13027	liquid
262.27	2500.0	63.798	0.015674	5.4835	6.2258	25.116	40.096	79.640	2550.8	-0.00080582	8.3978e-05	0.13021	liquid
262.33	2500.0	63.784	0.015678	5.4886	6.2311	25.136	40.095	79.652	2549.6	-0.00080101	8.3920e-05	0.13014	liquid
262.40	2500.0	63.770	0.015681	5.4938	6.2365	25.157	40.094	79.663	2548.4	-0.00079620	8.3863e-05	0.13008	liquid
262.47	2500.0	63.755	0.015685	5.4989	6.2418	25.177	40.094	79.675	2547.3	-0.00079137	8.3806e-05	0.13001	liquid
262.53	2500.0	63.741	0.015688	5.5041	6.2471	25.197	40.093	79.686	2546.1	-0.00078654	8.3749e-05	0.12995	liquid
262.60	2500.0	63.727	0.015692	5.5092	6.2524	25.217	40.092	79.697	2544.9	-0.00078171	8.3692e-05	0.12988	liquid
262.67	2500.0	63.712	0.015696	5.5144	6.2577	25.238	40.091	79.709	2543.7	-0.00077686	8.3635e-05	0.12982	liquid
262.73	2500.0	63.698	0.015699	5.5195	6.2630	25.258	40.090	79.721	2542.6	-0.00077201	8.3578e-05	0.12975	liquid
262.80	2500.0	63.684	0.015703	5.5247	6.2683	25.278	40.090	79.732	2541.4	-0.00076715	8.3521e-05	0.12969	liquid
262.87	2500.0	63.670	0.015706	5.5298	6.2737	25.298	40.089	79.744	2540.2	-0.00076229	8.3464e-05	0.12962	liquid
262.93	2500.0	63.655	0.015710	5.5350	6.2790	25.319	40.088	79.755	2539.0	-0.00075741	8.3408e-05	0.12956	liquid
263.00	2500.0	63.641	0.015713	5.5401	6.2843	25.339	40.087	79.767	2537.9	-0.00075253	8.3351e-05	0.12949	liquid
263.07	2500.0	63.627	0.015717	5.5453	6.2896	25.359	40.086	79.778	2536.7	-0.00074765	8.3294e-05	0.12943	liquid
