Temperature (K)	Pressure (psia)	Density (lbm/ft3)	Volume (ft3/lbm)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (ft/s)	Joule-Thomson (F/psia)	Viscosity (lbm/ft*s)	Therm. Cond. (W/m*K)	Phase
252.07	2400.0	65.806	0.015196	4.7247	5.4156	22.079	40.227	78.311	2715.2	-0.0014070	9.2802e-05	0.13967	liquid
252.13	2400.0	65.792	0.015199	4.7297	5.4208	22.100	40.226	78.320	2714.0	-0.0014030	9.2737e-05	0.13961	liquid
252.20	2400.0	65.778	0.015203	4.7348	5.4260	22.120	40.225	78.330	2712.8	-0.0013991	9.2672e-05	0.13954	liquid
252.27	2400.0	65.764	0.015206	4.7399	5.4312	22.141	40.224	78.340	2711.6	-0.0013951	9.2606e-05	0.13947	liquid
252.33	2400.0	65.751	0.015209	4.7450	5.4365	22.162	40.223	78.349	2710.4	-0.0013911	9.2541e-05	0.13941	liquid
252.40	2400.0	65.737	0.015212	4.7501	5.4417	22.182	40.222	78.359	2709.2	-0.0013871	9.2476e-05	0.13934	liquid
252.47	2400.0	65.723	0.015215	4.7551	5.4469	22.203	40.221	78.369	2708.0	-0.0013831	9.2411e-05	0.13927	liquid
252.53	2400.0	65.710	0.015218	4.7602	5.4521	22.224	40.220	78.379	2706.8	-0.0013791	9.2346e-05	0.13921	liquid
252.60	2400.0	65.696	0.015222	4.7653	5.4574	22.245	40.219	78.388	2705.7	-0.0013750	9.2281e-05	0.13914	liquid
252.67	2400.0	65.682	0.015225	4.7704	5.4626	22.265	40.218	78.398	2704.5	-0.0013710	9.2216e-05	0.13907	liquid
252.73	2400.0	65.668	0.015228	4.7755	5.4678	22.286	40.217	78.408	2703.3	-0.0013670	9.2152e-05	0.13900	liquid
252.80	2400.0	65.655	0.015231	4.7805	5.4730	22.307	40.216	78.418	2702.1	-0.0013630	9.2087e-05	0.13894	liquid
252.87	2400.0	65.641	0.015234	4.7856	5.4783	22.327	40.215	78.427	2700.9	-0.0013589	9.2022e-05	0.13887	liquid
252.93	2400.0	65.627	0.015238	4.7907	5.4835	22.348	40.213	78.437	2699.7	-0.0013549	9.1958e-05	0.13880	liquid
253.00	2400.0	65.613	0.015241	4.7958	5.4887	22.369	40.212	78.447	2698.5	-0.0013508	9.1893e-05	0.13874	liquid
253.07	2400.0	65.600	0.015244	4.8009	5.4940	22.389	40.211	78.457	2697.3	-0.0013468	9.1828e-05	0.13867	liquid
253.13	2400.0	65.586	0.015247	4.8060	5.4992	22.410	40.210	78.467	2696.1	-0.0013427	9.1764e-05	0.13860	liquid
253.20	2400.0	65.572	0.015250	4.8110	5.5044	22.431	40.209	78.476	2694.9	-0.0013386	9.1700e-05	0.13854	liquid
253.27	2400.0	65.558	0.015254	4.8161	5.5097	22.451	40.208	78.486	2693.8	-0.0013346	9.1635e-05	0.13847	liquid
253.33	2400.0	65.544	0.015257	4.8212	5.5149	22.472	40.207	78.496	2692.6	-0.0013305	9.1571e-05	0.13840	liquid
253.40	2400.0	65.531	0.015260	4.8263	5.5201	22.493	40.206	78.506	2691.4	-0.0013264	9.1507e-05	0.13833	liquid
253.47	2400.0	65.517	0.015263	4.8314	5.5254	22.513	40.205	78.516	2690.2	-0.0013223	9.1443e-05	0.13827	liquid
253.53	2400.0	65.503	0.015266	4.8365	5.5306	22.534	40.204	78.526	2689.0	-0.0013182	9.1379e-05	0.13820	liquid
253.60	2400.0	65.489	0.015270	4.8416	5.5358	22.555	40.203	78.536	2687.8	-0.0013141	9.1315e-05	0.13813	liquid
253.67	2400.0	65.475	0.015273	4.8467	5.5411	22.575	40.202	78.546	2686.6	-0.0013100	9.1251e-05	0.13807	liquid
253.73	2400.0	65.462	0.015276	4.8518	5.5463	22.596	40.201	78.556	2685.4	-0.0013059	9.1187e-05	0.13800	liquid
253.80	2400.0	65.448	0.015279	4.8568	5.5515	22.616	40.200	78.566	2684.2	-0.0013018	9.1123e-05	0.13793	liquid
253.87	2400.0	65.434	0.015283	4.8619	5.5568	22.637	40.199	78.576	2683.0	-0.0012976	9.1059e-05	0.13787	liquid
253.93	2400.0	65.420	0.015286	4.8670	5.5620	22.658	40.198	78.586	2681.9	-0.0012935	9.0995e-05	0.13780	liquid
254.00	2400.0	65.406	0.015289	4.8721	5.5673	22.678	40.197	78.596	2680.7	-0.0012894	9.0932e-05	0.13773	liquid
254.07	2400.0	65.393	0.015292	4.8772	5.5725	22.699	40.196	78.606	2679.5	-0.0012852	9.0868e-05	0.13767	liquid
254.13	2400.0	65.379	0.015295	4.8823	5.5777	22.720	40.195	78.616	2678.3	-0.0012811	9.0804e-05	0.13760	liquid
254.20	2400.0	65.365	0.015299	4.8874	5.5830	22.740	40.194	78.626	2677.1	-0.0012769	9.0741e-05	0.13753	liquid
254.27	2400.0	65.351	0.015302	4.8925	5.5882	22.761	40.193	78.636	2675.9	-0.0012728	9.0677e-05	0.13747	liquid
254.33	2400.0	65.337	0.015305	4.8976	5.5935	22.781	40.192	78.646	2674.7	-0.0012686	9.0614e-05	0.13740	liquid
254.40	2400.0	65.323	0.015308	4.9027	5.5987	22.802	40.191	78.656	2673.5	-0.0012644	9.0551e-05	0.13733	liquid
254.47	2400.0	65.309	0.015312	4.9078	5.6039	22.823	40.190	78.666	2672.3	-0.0012602	9.0487e-05	0.13727	liquid
254.53	2400.0	65.296	0.015315	4.9129	5.6092	22.843	40.189	78.676	2671.1	-0.0012561	9.0424e-05	0.13720	liquid
254.60	2400.0	65.282	0.015318	4.9180	5.6144	22.864	40.188	78.687	2670.0	-0.0012519	9.0361e-05	0.13713	liquid
254.67	2400.0	65.268	0.015321	4.9231	5.6197	22.884	40.187	78.697	2668.8	-0.0012477	9.0298e-05	0.13707	liquid
254.73	2400.0	65.254	0.015325	4.9282	5.6249	22.905	40.186	78.707	2667.6	-0.0012435	9.0235e-05	0.13700	liquid
254.80	2400.0	65.240	0.015328	4.9333	5.6302	22.926	40.185	78.717	2666.4	-0.0012392	9.0172e-05	0.13693	liquid
254.87	2400.0	65.226	0.015331	4.9384	5.6354	22.946	40.184	78.727	2665.2	-0.0012350	9.0109e-05	0.13687	liquid
254.93	2400.0	65.212	0.015335	4.9435	5.6407	22.967	40.183	78.738	2664.0	-0.0012308	9.0046e-05	0.13680	liquid
255.00	2400.0	65.198	0.015338	4.9486	5.6459	22.987	40.182	78.748	2662.8	-0.0012266	8.9983e-05	0.13673	liquid
255.07	2400.0	65.185	0.015341	4.9537	5.6512	23.008	40.181	78.758	2661.6	-0.0012223	8.9920e-05	0.13667	liquid
255.13	2400.0	65.171	0.015344	4.9588	5.6564	23.029	40.180	78.768	2660.4	-0.0012181	8.9857e-05	0.13660	liquid
255.20	2400.0	65.157	0.015348	4.9639	5.6617	23.049	40.179	78.779	2659.3	-0.0012139	8.9795e-05	0.13653	liquid
255.27	2400.0	65.143	0.015351	4.9690	5.6669	23.070	40.178	78.789	2658.1	-0.0012096	8.9732e-05	0.13647	liquid
255.33	2400.0	65.129	0.015354	4.9741	5.6722	23.090	40.177	78.799	2656.9	-0.0012053	8.9670e-05	0.13640	liquid
255.40	2400.0	65.115	0.015357	4.9792	5.6774	23.111	40.176	78.810	2655.7	-0.0012011	8.9607e-05	0.13633	liquid
255.47	2400.0	65.101	0.015361	4.9843	5.6827	23.132	40.175	78.820	2654.5	-0.0011968	8.9545e-05	0.13627	liquid
255.53	2400.0	65.087	0.015364	4.9894	5.6879	23.152	40.174	78.830	2653.3	-0.0011925	8.9482e-05	0.13620	liquid
255.60	2400.0	65.073	0.015367	4.9945	5.6932	23.173	40.173	78.841	2652.1	-0.0011882	8.9420e-05	0.13613	liquid
255.67	2400.0	65.059	0.015371	4.9996	5.6985	23.193	40.172	78.851	2650.9	-0.0011839	8.9358e-05	0.13607	liquid
255.73	2400.0	65.045	0.015374	5.0047	5.7037	23.214	40.171	78.862	2649.7	-0.0011797	8.9295e-05	0.13600	liquid
255.80	2400.0	65.031	0.015377	5.0098	5.7090	23.234	40.170	78.872	2648.6	-0.0011753	8.9233e-05	0.13593	liquid
255.87	2400.0	65.017	0.015381	5.0149	5.7142	23.255	40.169	78.882	2647.4	-0.0011710	8.9171e-05	0.13587	liquid
255.93	2400.0	65.003	0.015384	5.0200	5.7195	23.275	40.168	78.893	2646.2	-0.0011667	8.9109e-05	0.13580	liquid
256.00	2400.0	64.989	0.015387	5.0252	5.7248	23.296	40.167	78.903	2645.0	-0.0011624	8.9047e-05	0.13574	liquid
256.07	2400.0	64.975	0.015390	5.0303	5.7300	23.317	40.166	78.914	2643.8	-0.0011581	8.8985e-05	0.13567	liquid
256.13	2400.0	64.962	0.015394	5.0354	5.7353	23.337	40.166	78.924	2642.6	-0.0011537	8.8923e-05	0.13560	liquid
256.20	2400.0	64.948	0.015397	5.0405	5.7405	23.358	40.165	78.935	2641.4	-0.0011494	8.8861e-05	0.13554	liquid
256.27	2400.0	64.934	0.015400	5.0456	5.7458	23.378	40.164	78.945	2640.2	-0.0011450	8.8800e-05	0.13547	liquid
256.33	2400.0	64.920	0.015404	5.0507	5.7511	23.399	40.163	78.956	2639.0	-0.0011407	8.8738e-05	0.13540	liquid
256.40	2400.0	64.906	0.015407	5.0558	5.7563	23.419	40.162	78.966	2637.9	-0.0011363	8.8676e-05	0.13534	liquid
256.47	2400.0	64.892	0.015410	5.0609	5.7616	23.440	40.161	78.977	2636.7	-0.0011320	8.8614e-05	0.13527	liquid
256.53	2400.0	64.878	0.015414	5.0661	5.7669	23.460	40.160	78.988	2635.5	-0.0011276	8.8553e-05	0.13520	liquid
256.60	2400.0	64.864	0.015417	5.0712	5.7721	23.481	40.159	78.998	2634.3	-0.0011232	8.8491e-05	0.13514	liquid
256.67	2400.0	64.850	0.015420	5.0763	5.7774	23.501	40.158	79.009	2633.1	-0.0011188	8.8430e-05	0.13507	liquid
256.73	2400.0	64.836	0.015424	5.0814	5.7827	23.522	40.157	79.019	2631.9	-0.0011144	8.8368e-05	0.13501	liquid
256.80	2400.0	64.822	0.015427	5.0865	5.7879	23.542	40.156	79.030	2630.7	-0.0011100	8.8307e-05	0.13494	liquid
256.87	2400.0	64.808	0.015430	5.0916	5.7932	23.563	40.155	79.041	2629.5	-0.0011056	8.8246e-05	0.13487	liquid
256.93	2400.0	64.793	0.015434	5.0968	5.7985	23.583	40.154	79.051	2628.3	-0.0011012	8.8185e-05	0.13481	liquid
257.00	2400.0	64.779	0.015437	5.1019	5.8037	23.604	40.153	79.062	2627.2	-0.0010968	8.8123e-05	0.13474	liquid
257.07	2400.0	64.765	0.015440	5.1070	5.8090	23.624	40.152	79.073	2626.0	-0.0010924	8.8062e-05	0.13467	liquid
257.13	2400.0	64.751	0.015444	5.1121	5.8143	23.645	40.151	79.084	2624.8	-0.0010880	8.8001e-05	0.13461	liquid
257.20	2400.0	64.737	0.015447	5.1172	5.8195	23.665	40.150	79.094	2623.6	-0.0010835	8.7940e-05	0.13454	liquid
257.27	2400.0	64.723	0.015450	5.1224	5.8248	23.686	40.150	79.105	2622.4	-0.0010791	8.7879e-05	0.13448	liquid
257.33	2400.0	64.709	0.015454	5.1275	5.8301	23.706	40.149	79.116	2621.2	-0.0010746	8.7818e-05	0.13441	liquid
257.40	2400.0	64.695	0.015457	5.1326	5.8354	23.727	40.148	79.127	2620.0	-0.0010702	8.7757e-05	0.13434	liquid
257.47	2400.0	64.681	0.015460	5.1377	5.8406	23.747	40.147	79.137	2618.8	-0.0010657	8.7696e-05	0.13428	liquid
257.53	2400.0	64.667	0.015464	5.1428	5.8459	23.768	40.146	79.148	2617.7	-0.0010612	8.7636e-05	0.13421	liquid
257.60	2400.0	64.653	0.015467	5.1480	5.8512	23.788	40.145	79.159	2616.5	-0.0010568	8.7575e-05	0.13414	liquid
257.67	2400.0	64.639	0.015471	5.1531	5.8565	23.809	40.144	79.170	2615.3	-0.0010523	8.7514e-05	0.13408	liquid
257.73	2400.0	64.625	0.015474	5.1582	5.8618	23.829	40.143	79.181	2614.1	-0.0010478	8.7454e-05	0.13401	liquid
257.80	2400.0	64.611	0.015477	5.1633	5.8670	23.850	40.142	79.192	2612.9	-0.0010433	8.7393e-05	0.13395	liquid
257.87	2400.0	64.597	0.015481	5.1685	5.8723	23.870	40.141	79.203	2611.7	-0.0010388	8.7332e-05	0.13388	liquid
257.93	2400.0	64.582	0.015484	5.1736	5.8776	23.891	40.140	79.213	2610.5	-0.0010343	8.7272e-05	0.13381	liquid
258.00	2400.0	64.568	0.015487	5.1787	5.8829	23.911	40.139	79.224	2609.3	-0.0010298	8.7212e-05	0.13375	liquid
258.07	2400.0	64.554	0.015491	5.1838	5.8882	23.932	40.139	79.235	2608.1	-0.0010252	8.7151e-05	0.13368	liquid
258.13	2400.0	64.540	0.015494	5.1890	5.8934	23.952	40.138	79.246	2607.0	-0.0010207	8.7091e-05	0.13362	liquid
258.20	2400.0	64.526	0.015498	5.1941	5.8987	23.973	40.137	79.257	2605.8	-0.0010162	8.7031e-05	0.13355	liquid
258.27	2400.0	64.512	0.015501	5.1992	5.9040	23.993	40.136	79.268	2604.6	-0.0010116	8.6970e-05	0.13348	liquid
258.33	2400.0	64.498	0.015504	5.2044	5.9093	24.014	40.135	79.279	2603.4	-0.0010071	8.6910e-05	0.13342	liquid
258.40	2400.0	64.484	0.015508	5.2095	5.9146	24.034	40.134	79.290	2602.2	-0.0010025	8.6850e-05	0.13335	liquid
258.47	2400.0	64.470	0.015511	5.2146	5.9199	24.055	40.133	79.301	2601.0	-0.00099797	8.6790e-05	0.13328	liquid
258.53	2400.0	64.455	0.015515	5.2198	5.9252	24.075	40.132	79.312	2599.8	-0.00099340	8.6730e-05	0.13322	liquid
258.60	2400.0	64.441	0.015518	5.2249	5.9304	24.095	40.131	79.323	2598.6	-0.00098883	8.6670e-05	0.13315	liquid
258.67	2400.0	64.427	0.015521	5.2300	5.9357	24.116	40.130	79.335	2597.5	-0.00098424	8.6610e-05	0.13309	liquid
258.73	2400.0	64.413	0.015525	5.2352	5.9410	24.136	40.130	79.346	2596.3	-0.00097965	8.6550e-05	0.13302	liquid
258.80	2400.0	64.399	0.015528	5.2403	5.9463	24.157	40.129	79.357	2595.1	-0.00097506	8.6491e-05	0.13295	liquid
258.87	2400.0	64.385	0.015532	5.2454	5.9516	24.177	40.128	79.368	2593.9	-0.00097045	8.6431e-05	0.13289	liquid
258.93	2400.0	64.370	0.015535	5.2506	5.9569	24.198	40.127	79.379	2592.7	-0.00096584	8.6371e-05	0.13282	liquid
259.00	2400.0	64.356	0.015539	5.2557	5.9622	24.218	40.126	79.390	2591.5	-0.00096123	8.6311e-05	0.13276	liquid
259.07	2400.0	64.342	0.015542	5.2608	5.9675	24.238	40.125	79.401	2590.3	-0.00095661	8.6252e-05	0.13269	liquid
259.13	2400.0	64.328	0.015545	5.2660	5.9728	24.259	40.124	79.413	2589.1	-0.00095198	8.6192e-05	0.13263	liquid
259.20	2400.0	64.314	0.015549	5.2711	5.9781	24.279	40.123	79.424	2587.9	-0.00094734	8.6133e-05	0.13256	liquid
259.27	2400.0	64.299	0.015552	5.2763	5.9834	24.300	40.122	79.435	2586.8	-0.00094269	8.6073e-05	0.13249	liquid
259.33	2400.0	64.285	0.015556	5.2814	5.9887	24.320	40.122	79.446	2585.6	-0.00093804	8.6014e-05	0.13243	liquid
259.40	2400.0	64.271	0.015559	5.2865	5.9940	24.341	40.121	79.458	2584.4	-0.00093339	8.5955e-05	0.13236	liquid
259.47	2400.0	64.257	0.015563	5.2917	5.9993	24.361	40.120	79.469	2583.2	-0.00092872	8.5895e-05	0.13230	liquid
259.53	2400.0	64.243	0.015566	5.2968	6.0045	24.381	40.119	79.480	2582.0	-0.00092405	8.5836e-05	0.13223	liquid
259.60	2400.0	64.228	0.015569	5.3020	6.0098	24.402	40.118	79.491	2580.8	-0.00091937	8.5777e-05	0.13216	liquid
259.67	2400.0	64.214	0.015573	5.3071	6.0151	24.422	40.117	79.503	2579.6	-0.00091469	8.5718e-05	0.13210	liquid
259.73	2400.0	64.200	0.015576	5.3123	6.0204	24.443	40.116	79.514	2578.4	-0.00091000	8.5659e-05	0.13203	liquid
259.80	2400.0	64.186	0.015580	5.3174	6.0258	24.463	40.116	79.525	2577.3	-0.00090530	8.5599e-05	0.13197	liquid
259.87	2400.0	64.171	0.015583	5.3225	6.0311	24.484	40.115	79.537	2576.1	-0.00090059	8.5540e-05	0.13190	liquid
259.93	2400.0	64.157	0.015587	5.3277	6.0364	24.504	40.114	79.548	2574.9	-0.00089588	8.5482e-05	0.13184	liquid
260.00	2400.0	64.143	0.015590	5.3328	6.0417	24.524	40.113	79.560	2573.7	-0.00089116	8.5423e-05	0.13177	liquid
260.07	2400.0	64.129	0.015594	5.3380	6.0470	24.545	40.112	79.571	2572.5	-0.00088643	8.5364e-05	0.13170	liquid
260.13	2400.0	64.114	0.015597	5.3431	6.0523	24.565	40.111	79.583	2571.3	-0.00088170	8.5305e-05	0.13164	liquid
260.20	2400.0	64.100	0.015601	5.3483	6.0576	24.586	40.110	79.594	2570.1	-0.00087695	8.5246e-05	0.13157	liquid
260.27	2400.0	64.086	0.015604	5.3534	6.0629	24.606	40.110	79.605	2568.9	-0.00087221	8.5187e-05	0.13151	liquid
260.33	2400.0	64.072	0.015608	5.3586	6.0682	24.626	40.109	79.617	2567.8	-0.00086745	8.5129e-05	0.13144	liquid
260.40	2400.0	64.057	0.015611	5.3637	6.0735	24.647	40.108	79.628	2566.6	-0.00086269	8.5070e-05	0.13137	liquid
260.47	2400.0	64.043	0.015614	5.3689	6.0788	24.667	40.107	79.640	2565.4	-0.00085792	8.5012e-05	0.13131	liquid
260.53	2400.0	64.029	0.015618	5.3740	6.0841	24.687	40.106	79.652	2564.2	-0.00085314	8.4953e-05	0.13124	liquid
260.60	2400.0	64.014	0.015621	5.3792	6.0894	24.708	40.105	79.663	2563.0	-0.00084836	8.4895e-05	0.13118	liquid
260.67	2400.0	64.000	0.015625	5.3843	6.0947	24.728	40.104	79.675	2561.8	-0.00084357	8.4836e-05	0.13111	liquid
260.73	2400.0	63.986	0.015628	5.3895	6.1000	24.749	40.104	79.686	2560.6	-0.00083877	8.4778e-05	0.13105	liquid
260.80	2400.0	63.972	0.015632	5.3946	6.1054	24.769	40.103	79.698	2559.4	-0.00083397	8.4719e-05	0.13098	liquid
260.87	2400.0	63.957	0.015635	5.3998	6.1107	24.789	40.102	79.710	2558.3	-0.00082915	8.4661e-05	0.13092	liquid
260.93	2400.0	63.943	0.015639	5.4049	6.1160	24.810	40.101	79.721	2557.1	-0.00082433	8.4603e-05	0.13085	liquid
261.00	2400.0	63.929	0.015642	5.4101	6.1213	24.830	40.100	79.733	2555.9	-0.00081951	8.4545e-05	0.13078	liquid
261.07	2400.0	63.914	0.015646	5.4153	6.1266	24.850	40.099	79.745	2554.7	-0.00081467	8.4487e-05	0.13072	liquid
261.13	2400.0	63.900	0.015649	5.4204	6.1319	24.871	40.099	79.756	2553.5	-0.00080983	8.4428e-05	0.13065	liquid
261.20	2400.0	63.886	0.015653	5.4256	6.1373	24.891	40.098	79.768	2552.3	-0.00080498	8.4370e-05	0.13059	liquid
261.27	2400.0	63.871	0.015656	5.4307	6.1426	24.912	40.097	79.780	2551.1	-0.00080013	8.4312e-05	0.13052	liquid
261.33	2400.0	63.857	0.015660	5.4359	6.1479	24.932	40.096	79.791	2549.9	-0.00079527	8.4255e-05	0.13046	liquid
261.40	2400.0	63.843	0.015664	5.4411	6.1532	24.952	40.095	79.803	2548.8	-0.00079040	8.4197e-05	0.13039	liquid
261.47	2400.0	63.828	0.015667	5.4462	6.1585	24.973	40.094	79.815	2547.6	-0.00078552	8.4139e-05	0.13033	liquid
261.53	2400.0	63.814	0.015671	5.4514	6.1639	24.993	40.094	79.827	2546.4	-0.00078063	8.4081e-05	0.13026	liquid
261.60	2400.0	63.799	0.015674	5.4565	6.1692	25.013	40.093	79.839	2545.2	-0.00077574	8.4023e-05	0.13019	liquid
261.67	2400.0	63.785	0.015678	5.4617	6.1745	25.034	40.092	79.850	2544.0	-0.00077084	8.3965e-05	0.13013	liquid
261.73	2400.0	63.771	0.015681	5.4669	6.1798	25.054	40.091	79.862	2542.8	-0.00076594	8.3908e-05	0.13006	liquid
261.80	2400.0	63.756	0.015685	5.4720	6.1851	25.074	40.090	79.874	2541.6	-0.00076102	8.3850e-05	0.13000	liquid
261.87	2400.0	63.742	0.015688	5.4772	6.1905	25.095	40.090	79.886	2540.4	-0.00075610	8.3793e-05	0.12993	liquid
261.93	2400.0	63.728	0.015692	5.4824	6.1958	25.115	40.089	79.898	2539.2	-0.00075117	8.3735e-05	0.12987	liquid
262.00	2400.0	63.713	0.015695	5.4875	6.2011	25.135	40.088	79.910	2538.1	-0.00074624	8.3678e-05	0.12980	liquid
262.07	2400.0	63.699	0.015699	5.4927	6.2065	25.156	40.087	79.922	2536.9	-0.00074129	8.3620e-05	0.12974	liquid
262.13	2400.0	63.684	0.015702	5.4979	6.2118	25.176	40.086	79.934	2535.7	-0.00073634	8.3563e-05	0.12967	liquid
262.20	2400.0	63.670	0.015706	5.5030	6.2171	25.196	40.086	79.946	2534.5	-0.00073138	8.3505e-05	0.12961	liquid
262.27	2400.0	63.655	0.015710	5.5082	6.2224	25.217	40.085	79.958	2533.3	-0.00072642	8.3448e-05	0.12954	liquid
262.33	2400.0	63.641	0.015713	5.5134	6.2278	25.237	40.084	79.970	2532.1	-0.00072144	8.3391e-05	0.12947	liquid
262.40	2400.0	63.627	0.015717	5.5185	6.2331	25.257	40.083	79.982	2530.9	-0.00071646	8.3334e-05	0.12941	liquid
262.47	2400.0	63.612	0.015720	5.5237	6.2384	25.278	40.082	79.994	2529.7	-0.00071147	8.3276e-05	0.12934	liquid
262.53	2400.0	63.598	0.015724	5.5289	6.2438	25.298	40.082	80.006	2528.6	-0.00070648	8.3219e-05	0.12928	liquid
262.60	2400.0	63.583	0.015727	5.5340	6.2491	25.318	40.081	80.018	2527.4	-0.00070147	8.3162e-05	0.12921	liquid
262.67	2400.0	63.569	0.015731	5.5392	6.2544	25.339	40.080	80.030	2526.2	-0.00069646	8.3105e-05	0.12915	liquid
262.73	2400.0	63.554	0.015735	5.5444	6.2598	25.359	40.079	80.042	2525.0	-0.00069144	8.3048e-05	0.12908	liquid
262.80	2400.0	63.540	0.015738	5.5496	6.2651	25.379	40.078	80.054	2523.8	-0.00068642	8.2991e-05	0.12902	liquid
262.87	2400.0	63.525	0.015742	5.5547	6.2704	25.399	40.078	80.066	2522.6	-0.00068138	8.2934e-05	0.12895	liquid
262.93	2400.0	63.511	0.015745	5.5599	6.2758	25.420	40.077	80.078	2521.4	-0.00067634	8.2878e-05	0.12889	liquid
263.00	2400.0	63.496	0.015749	5.5651	6.2811	25.440	40.076	80.091	2520.2	-0.00067129	8.2821e-05	0.12882	liquid
263.07	2400.0	63.482	0.015753	5.5703	6.2865	25.460	40.075	80.103	2519.1	-0.00066624	8.2764e-05	0.12876	liquid
