Temperature (K)	Pressure (psia)	Density (lbm/ft3)	Volume (ft3/lbm)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (ft/s)	Joule-Thomson (F/psia)	Viscosity (lbm/ft*s)	Therm. Cond. (W/m*K)	Phase
254.67	2700.0	65.641	0.015234	4.8580	5.6372	22.612	40.225	77.942	2716.7	-0.0014309	9.1866e-05	0.13892	liquid
254.73	2700.0	65.628	0.015237	4.8630	5.6424	22.633	40.224	77.951	2715.5	-0.0014271	9.1803e-05	0.13885	liquid
254.80	2700.0	65.614	0.015241	4.8680	5.6476	22.653	40.223	77.960	2714.4	-0.0014232	9.1740e-05	0.13878	liquid
254.87	2700.0	65.601	0.015244	4.8731	5.6528	22.673	40.222	77.969	2713.2	-0.0014194	9.1677e-05	0.13872	liquid
254.93	2700.0	65.587	0.015247	4.8781	5.6580	22.694	40.221	77.978	2712.1	-0.0014155	9.1614e-05	0.13865	liquid
255.00	2700.0	65.574	0.015250	4.8831	5.6632	22.714	40.220	77.987	2710.9	-0.0014116	9.1551e-05	0.13859	liquid
255.07	2700.0	65.560	0.015253	4.8882	5.6684	22.735	40.219	77.996	2709.7	-0.0014078	9.1489e-05	0.13852	liquid
255.13	2700.0	65.547	0.015256	4.8932	5.6736	22.755	40.218	78.005	2708.6	-0.0014039	9.1426e-05	0.13846	liquid
255.20	2700.0	65.533	0.015259	4.8983	5.6788	22.775	40.217	78.014	2707.4	-0.0014000	9.1363e-05	0.13839	liquid
255.27	2700.0	65.520	0.015263	4.9033	5.6840	22.796	40.216	78.023	2706.3	-0.0013961	9.1301e-05	0.13833	liquid
255.33	2700.0	65.506	0.015266	4.9083	5.6892	22.816	40.215	78.032	2705.1	-0.0013922	9.1238e-05	0.13826	liquid
255.40	2700.0	65.493	0.015269	4.9134	5.6944	22.837	40.214	78.041	2704.0	-0.0013883	9.1176e-05	0.13820	liquid
255.47	2700.0	65.479	0.015272	4.9184	5.6996	22.857	40.213	78.050	2702.8	-0.0013844	9.1113e-05	0.13813	liquid
255.53	2700.0	65.465	0.015275	4.9235	5.7048	22.877	40.212	78.059	2701.6	-0.0013805	9.1051e-05	0.13806	liquid
255.60	2700.0	65.452	0.015278	4.9285	5.7100	22.898	40.211	78.068	2700.5	-0.0013766	9.0988e-05	0.13800	liquid
255.67	2700.0	65.438	0.015282	4.9335	5.7152	22.918	40.210	78.077	2699.3	-0.0013727	9.0926e-05	0.13793	liquid
255.73	2700.0	65.425	0.015285	4.9386	5.7204	22.938	40.209	78.086	2698.2	-0.0013687	9.0864e-05	0.13787	liquid
255.80	2700.0	65.411	0.015288	4.9436	5.7256	22.959	40.208	78.095	2697.0	-0.0013648	9.0802e-05	0.13780	liquid
255.87	2700.0	65.398	0.015291	4.9487	5.7308	22.979	40.207	78.105	2695.9	-0.0013609	9.0739e-05	0.13774	liquid
255.93	2700.0	65.384	0.015294	4.9537	5.7360	22.999	40.206	78.114	2694.7	-0.0013569	9.0677e-05	0.13767	liquid
256.00	2700.0	65.371	0.015297	4.9588	5.7412	23.020	40.205	78.123	2693.5	-0.0013530	9.0615e-05	0.13761	liquid
256.07	2700.0	65.357	0.015301	4.9638	5.7464	23.040	40.204	78.132	2692.4	-0.0013490	9.0553e-05	0.13754	liquid
256.13	2700.0	65.343	0.015304	4.9689	5.7516	23.060	40.203	78.141	2691.2	-0.0013451	9.0492e-05	0.13748	liquid
256.20	2700.0	65.330	0.015307	4.9739	5.7569	23.081	40.202	78.150	2690.1	-0.0013411	9.0430e-05	0.13741	liquid
256.27	2700.0	65.316	0.015310	4.9790	5.7621	23.101	40.201	78.160	2688.9	-0.0013371	9.0368e-05	0.13735	liquid
256.33	2700.0	65.303	0.015313	4.9840	5.7673	23.121	40.200	78.169	2687.7	-0.0013332	9.0306e-05	0.13728	liquid
256.40	2700.0	65.289	0.015317	4.9891	5.7725	23.142	40.199	78.178	2686.6	-0.0013292	9.0245e-05	0.13721	liquid
256.47	2700.0	65.275	0.015320	4.9941	5.7777	23.162	40.198	78.187	2685.4	-0.0013252	9.0183e-05	0.13715	liquid
256.53	2700.0	65.262	0.015323	4.9992	5.7829	23.182	40.197	78.197	2684.3	-0.0013212	9.0121e-05	0.13708	liquid
256.60	2700.0	65.248	0.015326	5.0042	5.7881	23.203	40.196	78.206	2683.1	-0.0013172	9.0060e-05	0.13702	liquid
256.67	2700.0	65.235	0.015329	5.0093	5.7933	23.223	40.195	78.215	2682.0	-0.0013132	8.9998e-05	0.13695	liquid
256.73	2700.0	65.221	0.015332	5.0143	5.7986	23.243	40.194	78.224	2680.8	-0.0013092	8.9937e-05	0.13689	liquid
256.80	2700.0	65.207	0.015336	5.0194	5.8038	23.264	40.194	78.234	2679.6	-0.0013052	8.9876e-05	0.13682	liquid
256.87	2700.0	65.194	0.015339	5.0244	5.8090	23.284	40.193	78.243	2678.5	-0.0013012	8.9814e-05	0.13676	liquid
256.93	2700.0	65.180	0.015342	5.0295	5.8142	23.304	40.192	78.252	2677.3	-0.0012971	8.9753e-05	0.13669	liquid
257.00	2700.0	65.166	0.015345	5.0345	5.8194	23.325	40.191	78.262	2676.2	-0.0012931	8.9692e-05	0.13663	liquid
257.07	2700.0	65.153	0.015349	5.0396	5.8246	23.345	40.190	78.271	2675.0	-0.0012891	8.9631e-05	0.13656	liquid
257.13	2700.0	65.139	0.015352	5.0446	5.8299	23.365	40.189	78.281	2673.9	-0.0012850	8.9570e-05	0.13650	liquid
257.20	2700.0	65.126	0.015355	5.0497	5.8351	23.385	40.188	78.290	2672.7	-0.0012810	8.9509e-05	0.13643	liquid
257.27	2700.0	65.112	0.015358	5.0547	5.8403	23.406	40.187	78.299	2671.6	-0.0012769	8.9448e-05	0.13637	liquid
257.33	2700.0	65.098	0.015361	5.0598	5.8455	23.426	40.186	78.309	2670.4	-0.0012729	8.9387e-05	0.13630	liquid
257.40	2700.0	65.085	0.015365	5.0648	5.8507	23.446	40.185	78.318	2669.2	-0.0012688	8.9326e-05	0.13624	liquid
257.47	2700.0	65.071	0.015368	5.0699	5.8560	23.467	40.184	78.328	2668.1	-0.0012647	8.9265e-05	0.13617	liquid
257.53	2700.0	65.057	0.015371	5.0750	5.8612	23.487	40.183	78.337	2666.9	-0.0012607	8.9204e-05	0.13611	liquid
257.60	2700.0	65.044	0.015374	5.0800	5.8664	23.507	40.182	78.346	2665.8	-0.0012566	8.9144e-05	0.13604	liquid
257.67	2700.0	65.030	0.015378	5.0851	5.8716	23.527	40.181	78.356	2664.6	-0.0012525	8.9083e-05	0.13598	liquid
257.73	2700.0	65.016	0.015381	5.0901	5.8768	23.548	40.180	78.365	2663.5	-0.0012484	8.9022e-05	0.13591	liquid
257.80	2700.0	65.003	0.015384	5.0952	5.8821	23.568	40.179	78.375	2662.3	-0.0012443	8.8962e-05	0.13585	liquid
257.87	2700.0	64.989	0.015387	5.1002	5.8873	23.588	40.178	78.384	2661.1	-0.0012402	8.8901e-05	0.13578	liquid
257.93	2700.0	64.975	0.015390	5.1053	5.8925	23.609	40.177	78.394	2660.0	-0.0012361	8.8841e-05	0.13572	liquid
258.00	2700.0	64.961	0.015394	5.1104	5.8978	23.629	40.176	78.404	2658.8	-0.0012320	8.8781e-05	0.13565	liquid
258.07	2700.0	64.948	0.015397	5.1154	5.9030	23.649	40.175	78.413	2657.7	-0.0012279	8.8720e-05	0.13559	liquid
258.13	2700.0	64.934	0.015400	5.1205	5.9082	23.669	40.174	78.423	2656.5	-0.0012237	8.8660e-05	0.13552	liquid
258.20	2700.0	64.920	0.015403	5.1256	5.9134	23.690	40.174	78.432	2655.4	-0.0012196	8.8600e-05	0.13546	liquid
258.27	2700.0	64.907	0.015407	5.1306	5.9187	23.710	40.173	78.442	2654.2	-0.0012155	8.8540e-05	0.13539	liquid
258.33	2700.0	64.893	0.015410	5.1357	5.9239	23.730	40.172	78.451	2653.1	-0.0012113	8.8480e-05	0.13533	liquid
258.40	2700.0	64.879	0.015413	5.1407	5.9291	23.750	40.171	78.461	2651.9	-0.0012072	8.8420e-05	0.13526	liquid
258.47	2700.0	64.866	0.015417	5.1458	5.9344	23.771	40.170	78.471	2650.7	-0.0012030	8.8359e-05	0.13520	liquid
258.53	2700.0	64.852	0.015420	5.1509	5.9396	23.791	40.169	78.480	2649.6	-0.0011989	8.8300e-05	0.13513	liquid
258.60	2700.0	64.838	0.015423	5.1559	5.9448	23.811	40.168	78.490	2648.4	-0.0011947	8.8240e-05	0.13507	liquid
258.67	2700.0	64.824	0.015426	5.1610	5.9501	23.831	40.167	78.500	2647.3	-0.0011905	8.8180e-05	0.13500	liquid
258.73	2700.0	64.811	0.015430	5.1661	5.9553	23.851	40.166	78.509	2646.1	-0.0011864	8.8120e-05	0.13494	liquid
258.80	2700.0	64.797	0.015433	5.1711	5.9605	23.872	40.165	78.519	2645.0	-0.0011822	8.8060e-05	0.13487	liquid
258.87	2700.0	64.783	0.015436	5.1762	5.9658	23.892	40.164	78.529	2643.8	-0.0011780	8.8001e-05	0.13481	liquid
258.93	2700.0	64.769	0.015439	5.1813	5.9710	23.912	40.163	78.538	2642.7	-0.0011738	8.7941e-05	0.13474	liquid
259.00	2700.0	64.756	0.015443	5.1863	5.9762	23.932	40.162	78.548	2641.5	-0.0011696	8.7881e-05	0.13468	liquid
259.07	2700.0	64.742	0.015446	5.1914	5.9815	23.953	40.162	78.558	2640.3	-0.0011654	8.7822e-05	0.13461	liquid
259.13	2700.0	64.728	0.015449	5.1965	5.9867	23.973	40.161	78.568	2639.2	-0.0011612	8.7762e-05	0.13455	liquid
259.20	2700.0	64.714	0.015453	5.2015	5.9919	23.993	40.160	78.577	2638.0	-0.0011570	8.7703e-05	0.13448	liquid
259.27	2700.0	64.700	0.015456	5.2066	5.9972	24.013	40.159	78.587	2636.9	-0.0011527	8.7643e-05	0.13442	liquid
259.33	2700.0	64.687	0.015459	5.2117	6.0024	24.033	40.158	78.597	2635.7	-0.0011485	8.7584e-05	0.13435	liquid
259.40	2700.0	64.673	0.015462	5.2168	6.0077	24.054	40.157	78.607	2634.6	-0.0011443	8.7525e-05	0.13429	liquid
259.47	2700.0	64.659	0.015466	5.2218	6.0129	24.074	40.156	78.617	2633.4	-0.0011400	8.7466e-05	0.13422	liquid
259.53	2700.0	64.645	0.015469	5.2269	6.0181	24.094	40.155	78.626	2632.3	-0.0011358	8.7406e-05	0.13416	liquid
259.60	2700.0	64.632	0.015472	5.2320	6.0234	24.114	40.154	78.636	2631.1	-0.0011315	8.7347e-05	0.13409	liquid
259.67	2700.0	64.618	0.015476	5.2371	6.0286	24.134	40.153	78.646	2630.0	-0.0011273	8.7288e-05	0.13403	liquid
259.73	2700.0	64.604	0.015479	5.2421	6.0339	24.155	40.152	78.656	2628.8	-0.0011230	8.7229e-05	0.13396	liquid
259.80	2700.0	64.590	0.015482	5.2472	6.0391	24.175	40.152	78.666	2627.6	-0.0011187	8.7170e-05	0.13390	liquid
259.87	2700.0	64.576	0.015486	5.2523	6.0444	24.195	40.151	78.676	2626.5	-0.0011145	8.7111e-05	0.13384	liquid
259.93	2700.0	64.563	0.015489	5.2574	6.0496	24.215	40.150	78.686	2625.3	-0.0011102	8.7052e-05	0.13377	liquid
260.00	2700.0	64.549	0.015492	5.2624	6.0548	24.235	40.149	78.696	2624.2	-0.0011059	8.6994e-05	0.13371	liquid
260.07	2700.0	64.535	0.015496	5.2675	6.0601	24.256	40.148	78.706	2623.0	-0.0011016	8.6935e-05	0.13364	liquid
260.13	2700.0	64.521	0.015499	5.2726	6.0653	24.276	40.147	78.716	2621.9	-0.0010973	8.6876e-05	0.13358	liquid
260.20	2700.0	64.507	0.015502	5.2777	6.0706	24.296	40.146	78.726	2620.7	-0.0010930	8.6817e-05	0.13351	liquid
260.27	2700.0	64.493	0.015505	5.2827	6.0758	24.316	40.145	78.736	2619.6	-0.0010887	8.6759e-05	0.13345	liquid
260.33	2700.0	64.480	0.015509	5.2878	6.0811	24.336	40.144	78.746	2618.4	-0.0010843	8.6700e-05	0.13338	liquid
260.40	2700.0	64.466	0.015512	5.2929	6.0863	24.356	40.144	78.756	2617.3	-0.0010800	8.6642e-05	0.13332	liquid
260.47	2700.0	64.452	0.015515	5.2980	6.0916	24.377	40.143	78.766	2616.1	-0.0010757	8.6583e-05	0.13325	liquid
260.53	2700.0	64.438	0.015519	5.3031	6.0968	24.397	40.142	78.776	2614.9	-0.0010714	8.6525e-05	0.13319	liquid
260.60	2700.0	64.424	0.015522	5.3081	6.1021	24.417	40.141	78.786	2613.8	-0.0010670	8.6466e-05	0.13312	liquid
260.67	2700.0	64.410	0.015525	5.3132	6.1073	24.437	40.140	78.796	2612.6	-0.0010627	8.6408e-05	0.13306	liquid
260.73	2700.0	64.396	0.015529	5.3183	6.1126	24.457	40.139	78.806	2611.5	-0.0010583	8.6350e-05	0.13300	liquid
260.80	2700.0	64.382	0.015532	5.3234	6.1179	24.477	40.138	78.816	2610.3	-0.0010539	8.6291e-05	0.13293	liquid
260.87	2700.0	64.369	0.015536	5.3285	6.1231	24.497	40.137	78.826	2609.2	-0.0010496	8.6233e-05	0.13287	liquid
260.93	2700.0	64.355	0.015539	5.3336	6.1284	24.518	40.137	78.836	2608.0	-0.0010452	8.6175e-05	0.13280	liquid
261.00	2700.0	64.341	0.015542	5.3386	6.1336	24.538	40.136	78.846	2606.9	-0.0010408	8.6117e-05	0.13274	liquid
261.07	2700.0	64.327	0.015546	5.3437	6.1389	24.558	40.135	78.856	2605.7	-0.0010364	8.6059e-05	0.13267	liquid
261.13	2700.0	64.313	0.015549	5.3488	6.1441	24.578	40.134	78.866	2604.6	-0.0010320	8.6001e-05	0.13261	liquid
261.20	2700.0	64.299	0.015552	5.3539	6.1494	24.598	40.133	78.877	2603.4	-0.0010277	8.5943e-05	0.13254	liquid
261.27	2700.0	64.285	0.015556	5.3590	6.1546	24.618	40.132	78.887	2602.3	-0.0010232	8.5885e-05	0.13248	liquid
261.33	2700.0	64.271	0.015559	5.3641	6.1599	24.638	40.131	78.897	2601.1	-0.0010188	8.5827e-05	0.13242	liquid
261.40	2700.0	64.257	0.015562	5.3692	6.1652	24.659	40.131	78.907	2599.9	-0.0010144	8.5770e-05	0.13235	liquid
261.47	2700.0	64.243	0.015566	5.3742	6.1704	24.679	40.130	78.917	2598.8	-0.0010100	8.5712e-05	0.13229	liquid
261.53	2700.0	64.230	0.015569	5.3793	6.1757	24.699	40.129	78.928	2597.6	-0.0010056	8.5654e-05	0.13222	liquid
261.60	2700.0	64.216	0.015573	5.3844	6.1810	24.719	40.128	78.938	2596.5	-0.0010011	8.5596e-05	0.13216	liquid
261.67	2700.0	64.202	0.015576	5.3895	6.1862	24.739	40.127	78.948	2595.3	-0.00099669	8.5539e-05	0.13209	liquid
261.73	2700.0	64.188	0.015579	5.3946	6.1915	24.759	40.126	78.959	2594.2	-0.00099225	8.5481e-05	0.13203	liquid
261.80	2700.0	64.174	0.015583	5.3997	6.1967	24.779	40.125	78.969	2593.0	-0.00098779	8.5424e-05	0.13197	liquid
261.87	2700.0	64.160	0.015586	5.4048	6.2020	24.799	40.125	78.979	2591.9	-0.00098333	8.5366e-05	0.13190	liquid
261.93	2700.0	64.146	0.015589	5.4099	6.2073	24.819	40.124	78.989	2590.7	-0.00097886	8.5309e-05	0.13184	liquid
262.00	2700.0	64.132	0.015593	5.4150	6.2125	24.840	40.123	79.000	2589.6	-0.00097439	8.5252e-05	0.13177	liquid
262.07	2700.0	64.118	0.015596	5.4201	6.2178	24.860	40.122	79.010	2588.4	-0.00096991	8.5194e-05	0.13171	liquid
262.13	2700.0	64.104	0.015600	5.4252	6.2231	24.880	40.121	79.020	2587.3	-0.00096543	8.5137e-05	0.13164	liquid
262.20	2700.0	64.090	0.015603	5.4303	6.2283	24.900	40.120	79.031	2586.1	-0.00096094	8.5080e-05	0.13158	liquid
262.27	2700.0	64.076	0.015606	5.4354	6.2336	24.920	40.119	79.041	2585.0	-0.00095644	8.5023e-05	0.13152	liquid
262.33	2700.0	64.062	0.015610	5.4404	6.2389	24.940	40.119	79.052	2583.8	-0.00095193	8.4965e-05	0.13145	liquid
262.40	2700.0	64.048	0.015613	5.4455	6.2442	24.960	40.118	79.062	2582.6	-0.00094742	8.4908e-05	0.13139	liquid
262.47	2700.0	64.034	0.015617	5.4506	6.2494	24.980	40.117	79.072	2581.5	-0.00094291	8.4851e-05	0.13132	liquid
262.53	2700.0	64.020	0.015620	5.4557	6.2547	25.000	40.116	79.083	2580.3	-0.00093838	8.4794e-05	0.13126	liquid
262.60	2700.0	64.006	0.015623	5.4608	6.2600	25.020	40.115	79.093	2579.2	-0.00093385	8.4737e-05	0.13119	liquid
262.67	2700.0	63.992	0.015627	5.4659	6.2652	25.040	40.114	79.104	2578.0	-0.00092932	8.4681e-05	0.13113	liquid
262.73	2700.0	63.978	0.015630	5.4710	6.2705	25.061	40.114	79.114	2576.9	-0.00092478	8.4624e-05	0.13107	liquid
262.80	2700.0	63.964	0.015634	5.4761	6.2758	25.081	40.113	79.125	2575.7	-0.00092023	8.4567e-05	0.13100	liquid
262.87	2700.0	63.950	0.015637	5.4812	6.2811	25.101	40.112	79.135	2574.6	-0.00091567	8.4510e-05	0.13094	liquid
262.93	2700.0	63.936	0.015641	5.4863	6.2863	25.121	40.111	79.146	2573.4	-0.00091111	8.4453e-05	0.13087	liquid
263.00	2700.0	63.922	0.015644	5.4914	6.2916	25.141	40.110	79.156	2572.3	-0.00090654	8.4397e-05	0.13081	liquid
263.07	2700.0	63.908	0.015647	5.4965	6.2969	25.161	40.110	79.167	2571.1	-0.00090197	8.4340e-05	0.13075	liquid
