Temperature (K)	Pressure (psia)	Density (lbm/ft3)	Volume (ft3/lbm)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (ft/s)	Joule-Thomson (F/psia)	Viscosity (lbm/ft*s)	Therm. Cond. (W/m*K)	Phase
255.27	3300.0	66.225	0.015100	4.7803	5.7243	22.278	40.299	76.700	2797.2	-0.0017220	9.4343e-05	0.14188	liquid
255.33	3300.0	66.212	0.015103	4.7852	5.7294	22.298	40.298	76.707	2796.1	-0.0017187	9.4280e-05	0.14181	liquid
255.40	3300.0	66.199	0.015106	4.7901	5.7345	22.318	40.297	76.714	2795.0	-0.0017154	9.4217e-05	0.14175	liquid
255.47	3300.0	66.186	0.015109	4.7951	5.7396	22.338	40.296	76.721	2793.9	-0.0017121	9.4154e-05	0.14169	liquid
255.53	3300.0	66.173	0.015112	4.8000	5.7447	22.358	40.295	76.728	2792.8	-0.0017088	9.4092e-05	0.14162	liquid
255.60	3300.0	66.161	0.015115	4.8049	5.7498	22.378	40.294	76.735	2791.7	-0.0017055	9.4029e-05	0.14156	liquid
255.67	3300.0	66.148	0.015118	4.8099	5.7550	22.398	40.293	76.743	2790.6	-0.0017021	9.3967e-05	0.14150	liquid
255.73	3300.0	66.135	0.015121	4.8148	5.7601	22.418	40.292	76.750	2789.5	-0.0016988	9.3905e-05	0.14143	liquid
255.80	3300.0	66.122	0.015124	4.8197	5.7652	22.438	40.290	76.757	2788.4	-0.0016955	9.3842e-05	0.14137	liquid
255.87	3300.0	66.109	0.015127	4.8247	5.7703	22.458	40.289	76.764	2787.3	-0.0016922	9.3780e-05	0.14131	liquid
255.93	3300.0	66.096	0.015129	4.8296	5.7754	22.478	40.288	76.771	2786.2	-0.0016888	9.3718e-05	0.14124	liquid
256.00	3300.0	66.083	0.015132	4.8345	5.7806	22.498	40.287	76.778	2785.1	-0.0016855	9.3656e-05	0.14118	liquid
256.07	3300.0	66.070	0.015135	4.8395	5.7857	22.518	40.286	76.785	2784.0	-0.0016822	9.3593e-05	0.14111	liquid
256.13	3300.0	66.057	0.015138	4.8444	5.7908	22.538	40.285	76.792	2782.9	-0.0016788	9.3531e-05	0.14105	liquid
256.20	3300.0	66.045	0.015141	4.8493	5.7959	22.558	40.284	76.799	2781.8	-0.0016755	9.3469e-05	0.14099	liquid
256.27	3300.0	66.032	0.015144	4.8543	5.8010	22.578	40.283	76.807	2780.7	-0.0016721	9.3407e-05	0.14092	liquid
256.33	3300.0	66.019	0.015147	4.8592	5.8061	22.598	40.282	76.814	2779.5	-0.0016688	9.3346e-05	0.14086	liquid
256.40	3300.0	66.006	0.015150	4.8641	5.8113	22.618	40.281	76.821	2778.4	-0.0016654	9.3284e-05	0.14080	liquid
256.47	3300.0	65.993	0.015153	4.8691	5.8164	22.638	40.280	76.828	2777.3	-0.0016620	9.3222e-05	0.14073	liquid
256.53	3300.0	65.980	0.015156	4.8740	5.8215	22.658	40.279	76.835	2776.2	-0.0016587	9.3160e-05	0.14067	liquid
256.60	3300.0	65.967	0.015159	4.8790	5.8266	22.678	40.278	76.842	2775.1	-0.0016553	9.3099e-05	0.14061	liquid
256.67	3300.0	65.954	0.015162	4.8839	5.8318	22.698	40.277	76.850	2774.0	-0.0016519	9.3037e-05	0.14054	liquid
256.73	3300.0	65.941	0.015165	4.8888	5.8369	22.718	40.276	76.857	2772.9	-0.0016485	9.2975e-05	0.14048	liquid
256.80	3300.0	65.928	0.015168	4.8938	5.8420	22.738	40.275	76.864	2771.8	-0.0016451	9.2914e-05	0.14042	liquid
256.87	3300.0	65.915	0.015171	4.8987	5.8471	22.758	40.274	76.871	2770.7	-0.0016417	9.2853e-05	0.14035	liquid
256.93	3300.0	65.902	0.015174	4.9036	5.8523	22.777	40.273	76.879	2769.6	-0.0016383	9.2791e-05	0.14029	liquid
257.00	3300.0	65.889	0.015177	4.9086	5.8574	22.797	40.272	76.886	2768.5	-0.0016349	9.2730e-05	0.14023	liquid
257.07	3300.0	65.877	0.015180	4.9135	5.8625	22.817	40.271	76.893	2767.4	-0.0016315	9.2669e-05	0.14016	liquid
257.13	3300.0	65.864	0.015183	4.9185	5.8676	22.837	40.270	76.900	2766.3	-0.0016281	9.2607e-05	0.14010	liquid
257.20	3300.0	65.851	0.015186	4.9234	5.8728	22.857	40.269	76.908	2765.2	-0.0016247	9.2546e-05	0.14004	liquid
257.27	3300.0	65.838	0.015189	4.9283	5.8779	22.877	40.268	76.915	2764.1	-0.0016213	9.2485e-05	0.13997	liquid
257.33	3300.0	65.825	0.015192	4.9333	5.8830	22.897	40.267	76.922	2763.0	-0.0016179	9.2424e-05	0.13991	liquid
257.40	3300.0	65.812	0.015195	4.9382	5.8881	22.917	40.266	76.929	2761.9	-0.0016145	9.2363e-05	0.13985	liquid
257.47	3300.0	65.799	0.015198	4.9432	5.8933	22.937	40.265	76.937	2760.8	-0.0016110	9.2302e-05	0.13978	liquid
257.53	3300.0	65.786	0.015201	4.9481	5.8984	22.957	40.264	76.944	2759.7	-0.0016076	9.2241e-05	0.13972	liquid
257.60	3300.0	65.773	0.015204	4.9531	5.9035	22.977	40.263	76.951	2758.6	-0.0016042	9.2181e-05	0.13966	liquid
257.67	3300.0	65.760	0.015207	4.9580	5.9087	22.997	40.262	76.959	2757.5	-0.0016007	9.2120e-05	0.13960	liquid
257.73	3300.0	65.747	0.015210	4.9629	5.9138	23.017	40.261	76.966	2756.4	-0.0015973	9.2059e-05	0.13953	liquid
257.80	3300.0	65.734	0.015213	4.9679	5.9189	23.037	40.260	76.973	2755.3	-0.0015938	9.1999e-05	0.13947	liquid
257.87	3300.0	65.721	0.015216	4.9728	5.9241	23.056	40.259	76.981	2754.2	-0.0015904	9.1938e-05	0.13941	liquid
257.93	3300.0	65.708	0.015219	4.9778	5.9292	23.076	40.258	76.988	2753.1	-0.0015869	9.1877e-05	0.13934	liquid
258.00	3300.0	65.695	0.015222	4.9827	5.9343	23.096	40.257	76.995	2752.0	-0.0015834	9.1817e-05	0.13928	liquid
258.07	3300.0	65.682	0.015225	4.9877	5.9395	23.116	40.256	77.003	2750.9	-0.0015800	9.1757e-05	0.13922	liquid
258.13	3300.0	65.669	0.015228	4.9926	5.9446	23.136	40.255	77.010	2749.8	-0.0015765	9.1696e-05	0.13915	liquid
258.20	3300.0	65.656	0.015231	4.9975	5.9497	23.156	40.254	77.018	2748.7	-0.0015730	9.1636e-05	0.13909	liquid
258.27	3300.0	65.643	0.015234	5.0025	5.9549	23.176	40.253	77.025	2747.6	-0.0015695	9.1576e-05	0.13903	liquid
258.33	3300.0	65.630	0.015237	5.0074	5.9600	23.196	40.252	77.032	2746.5	-0.0015661	9.1515e-05	0.13896	liquid
258.40	3300.0	65.617	0.015240	5.0124	5.9651	23.216	40.251	77.040	2745.4	-0.0015626	9.1455e-05	0.13890	liquid
258.47	3300.0	65.604	0.015243	5.0173	5.9703	23.235	40.250	77.047	2744.3	-0.0015591	9.1395e-05	0.13884	liquid
258.53	3300.0	65.591	0.015246	5.0223	5.9754	23.255	40.249	77.055	2743.2	-0.0015556	9.1335e-05	0.13878	liquid
258.60	3300.0	65.578	0.015249	5.0272	5.9805	23.275	40.248	77.062	2742.1	-0.0015521	9.1275e-05	0.13871	liquid
258.67	3300.0	65.565	0.015252	5.0322	5.9857	23.295	40.247	77.070	2741.0	-0.0015486	9.1215e-05	0.13865	liquid
258.73	3300.0	65.552	0.015255	5.0371	5.9908	23.315	40.246	77.077	2739.9	-0.0015451	9.1155e-05	0.13859	liquid
258.80	3300.0	65.539	0.015258	5.0421	5.9960	23.335	40.245	77.085	2738.8	-0.0015415	9.1096e-05	0.13852	liquid
258.87	3300.0	65.526	0.015261	5.0470	6.0011	23.355	40.244	77.092	2737.7	-0.0015380	9.1036e-05	0.13846	liquid
258.93	3300.0	65.513	0.015264	5.0520	6.0062	23.374	40.244	77.100	2736.6	-0.0015345	9.0976e-05	0.13840	liquid
259.00	3300.0	65.500	0.015267	5.0569	6.0114	23.394	40.243	77.107	2735.5	-0.0015310	9.0916e-05	0.13833	liquid
259.07	3300.0	65.487	0.015270	5.0619	6.0165	23.414	40.242	77.115	2734.4	-0.0015274	9.0857e-05	0.13827	liquid
259.13	3300.0	65.474	0.015273	5.0668	6.0217	23.434	40.241	77.122	2733.3	-0.0015239	9.0797e-05	0.13821	liquid
259.20	3300.0	65.461	0.015276	5.0718	6.0268	23.454	40.240	77.130	2732.2	-0.0015204	9.0738e-05	0.13815	liquid
259.27	3300.0	65.448	0.015279	5.0767	6.0319	23.474	40.239	77.137	2731.1	-0.0015168	9.0678e-05	0.13808	liquid
259.33	3300.0	65.435	0.015282	5.0817	6.0371	23.493	40.238	77.145	2730.0	-0.0015133	9.0619e-05	0.13802	liquid
259.40	3300.0	65.422	0.015285	5.0866	6.0422	23.513	40.237	77.152	2728.9	-0.0015097	9.0560e-05	0.13796	liquid
259.47	3300.0	65.409	0.015289	5.0916	6.0474	23.533	40.236	77.160	2727.8	-0.0015061	9.0500e-05	0.13789	liquid
259.53	3300.0	65.395	0.015292	5.0965	6.0525	23.553	40.235	77.167	2726.7	-0.0015026	9.0441e-05	0.13783	liquid
259.60	3300.0	65.382	0.015295	5.1015	6.0577	23.573	40.234	77.175	2725.6	-0.0014990	9.0382e-05	0.13777	liquid
259.67	3300.0	65.369	0.015298	5.1065	6.0628	23.593	40.233	77.183	2724.5	-0.0014954	9.0323e-05	0.13771	liquid
259.73	3300.0	65.356	0.015301	5.1114	6.0679	23.612	40.232	77.190	2723.4	-0.0014919	9.0264e-05	0.13764	liquid
259.80	3300.0	65.343	0.015304	5.1164	6.0731	23.632	40.231	77.198	2722.3	-0.0014883	9.0205e-05	0.13758	liquid
259.87	3300.0	65.330	0.015307	5.1213	6.0782	23.652	40.230	77.206	2721.2	-0.0014847	9.0146e-05	0.13752	liquid
259.93	3300.0	65.317	0.015310	5.1263	6.0834	23.672	40.229	77.213	2720.1	-0.0014811	9.0087e-05	0.13746	liquid
260.00	3300.0	65.304	0.015313	5.1312	6.0885	23.692	40.228	77.221	2719.0	-0.0014775	9.0028e-05	0.13739	liquid
260.07	3300.0	65.291	0.015316	5.1362	6.0937	23.711	40.227	77.228	2717.9	-0.0014739	8.9969e-05	0.13733	liquid
260.13	3300.0	65.278	0.015319	5.1411	6.0988	23.731	40.226	77.236	2716.8	-0.0014703	8.9910e-05	0.13727	liquid
260.20	3300.0	65.265	0.015322	5.1461	6.1040	23.751	40.225	77.244	2715.7	-0.0014667	8.9852e-05	0.13720	liquid
260.27	3300.0	65.252	0.015325	5.1511	6.1091	23.771	40.225	77.251	2714.6	-0.0014631	8.9793e-05	0.13714	liquid
260.33	3300.0	65.238	0.015328	5.1560	6.1143	23.791	40.224	77.259	2713.5	-0.0014595	8.9734e-05	0.13708	liquid
260.40	3300.0	65.225	0.015331	5.1610	6.1194	23.810	40.223	77.267	2712.4	-0.0014558	8.9676e-05	0.13702	liquid
260.47	3300.0	65.212	0.015335	5.1659	6.1246	23.830	40.222	77.274	2711.3	-0.0014522	8.9617e-05	0.13695	liquid
260.53	3300.0	65.199	0.015338	5.1709	6.1297	23.850	40.221	77.282	2710.2	-0.0014486	8.9559e-05	0.13689	liquid
260.60	3300.0	65.186	0.015341	5.1759	6.1349	23.870	40.220	77.290	2709.1	-0.0014449	8.9501e-05	0.13683	liquid
260.67	3300.0	65.173	0.015344	5.1808	6.1400	23.889	40.219	77.298	2708.0	-0.0014413	8.9442e-05	0.13677	liquid
260.73	3300.0	65.160	0.015347	5.1858	6.1452	23.909	40.218	77.305	2706.9	-0.0014377	8.9384e-05	0.13670	liquid
260.80	3300.0	65.147	0.015350	5.1907	6.1504	23.929	40.217	77.313	2705.8	-0.0014340	8.9326e-05	0.13664	liquid
260.87	3300.0	65.134	0.015353	5.1957	6.1555	23.949	40.216	77.321	2704.8	-0.0014304	8.9268e-05	0.13658	liquid
260.93	3300.0	65.120	0.015356	5.2007	6.1607	23.969	40.215	77.329	2703.7	-0.0014267	8.9209e-05	0.13652	liquid
261.00	3300.0	65.107	0.015359	5.2056	6.1658	23.988	40.214	77.336	2702.6	-0.0014230	8.9151e-05	0.13645	liquid
261.07	3300.0	65.094	0.015362	5.2106	6.1710	24.008	40.213	77.344	2701.5	-0.0014194	8.9093e-05	0.13639	liquid
261.13	3300.0	65.081	0.015365	5.2155	6.1761	24.028	40.213	77.352	2700.4	-0.0014157	8.9035e-05	0.13633	liquid
261.20	3300.0	65.068	0.015369	5.2205	6.1813	24.048	40.212	77.360	2699.3	-0.0014120	8.8977e-05	0.13627	liquid
261.27	3300.0	65.055	0.015372	5.2255	6.1864	24.067	40.211	77.368	2698.2	-0.0014083	8.8920e-05	0.13620	liquid
261.33	3300.0	65.042	0.015375	5.2304	6.1916	24.087	40.210	77.375	2697.1	-0.0014047	8.8862e-05	0.13614	liquid
261.40	3300.0	65.028	0.015378	5.2354	6.1968	24.107	40.209	77.383	2696.0	-0.0014010	8.8804e-05	0.13608	liquid
261.47	3300.0	65.015	0.015381	5.2404	6.2019	24.126	40.208	77.391	2694.9	-0.0013973	8.8746e-05	0.13602	liquid
261.53	3300.0	65.002	0.015384	5.2453	6.2071	24.146	40.207	77.399	2693.8	-0.0013936	8.8689e-05	0.13595	liquid
261.60	3300.0	64.989	0.015387	5.2503	6.2122	24.166	40.206	77.407	2692.7	-0.0013899	8.8631e-05	0.13589	liquid
261.67	3300.0	64.976	0.015390	5.2553	6.2174	24.186	40.205	77.415	2691.6	-0.0013862	8.8573e-05	0.13583	liquid
261.73	3300.0	64.963	0.015393	5.2602	6.2226	24.205	40.204	77.423	2690.5	-0.0013824	8.8516e-05	0.13577	liquid
261.80	3300.0	64.949	0.015397	5.2652	6.2277	24.225	40.203	77.430	2689.4	-0.0013787	8.8458e-05	0.13570	liquid
261.87	3300.0	64.936	0.015400	5.2702	6.2329	24.245	40.203	77.438	2688.3	-0.0013750	8.8401e-05	0.13564	liquid
261.93	3300.0	64.923	0.015403	5.2751	6.2380	24.265	40.202	77.446	2687.2	-0.0013713	8.8344e-05	0.13558	liquid
262.00	3300.0	64.910	0.015406	5.2801	6.2432	24.284	40.201	77.454	2686.1	-0.0013675	8.8286e-05	0.13552	liquid
262.07	3300.0	64.897	0.015409	5.2851	6.2484	24.304	40.200	77.462	2685.0	-0.0013638	8.8229e-05	0.13546	liquid
262.13	3300.0	64.883	0.015412	5.2900	6.2535	24.324	40.199	77.470	2683.9	-0.0013601	8.8172e-05	0.13539	liquid
262.20	3300.0	64.870	0.015415	5.2950	6.2587	24.343	40.198	77.478	2682.8	-0.0013563	8.8115e-05	0.13533	liquid
262.27	3300.0	64.857	0.015419	5.3000	6.2639	24.363	40.197	77.486	2681.8	-0.0013526	8.8057e-05	0.13527	liquid
262.33	3300.0	64.844	0.015422	5.3049	6.2690	24.383	40.196	77.494	2680.7	-0.0013488	8.8000e-05	0.13521	liquid
262.40	3300.0	64.831	0.015425	5.3099	6.2742	24.402	40.195	77.502	2679.6	-0.0013450	8.7943e-05	0.13514	liquid
262.47	3300.0	64.817	0.015428	5.3149	6.2794	24.422	40.195	77.510	2678.5	-0.0013413	8.7886e-05	0.13508	liquid
262.53	3300.0	64.804	0.015431	5.3198	6.2845	24.442	40.194	77.518	2677.4	-0.0013375	8.7829e-05	0.13502	liquid
262.60	3300.0	64.791	0.015434	5.3248	6.2897	24.462	40.193	77.526	2676.3	-0.0013337	8.7773e-05	0.13496	liquid
262.67	3300.0	64.778	0.015437	5.3298	6.2949	24.481	40.192	77.534	2675.2	-0.0013300	8.7716e-05	0.13490	liquid
262.73	3300.0	64.765	0.015441	5.3348	6.3000	24.501	40.191	77.542	2674.1	-0.0013262	8.7659e-05	0.13483	liquid
262.80	3300.0	64.751	0.015444	5.3397	6.3052	24.521	40.190	77.550	2673.0	-0.0013224	8.7602e-05	0.13477	liquid
262.87	3300.0	64.738	0.015447	5.3447	6.3104	24.540	40.189	77.558	2671.9	-0.0013186	8.7546e-05	0.13471	liquid
262.93	3300.0	64.725	0.015450	5.3497	6.3156	24.560	40.188	77.566	2670.8	-0.0013148	8.7489e-05	0.13465	liquid
263.00	3300.0	64.712	0.015453	5.3547	6.3207	24.580	40.188	77.574	2669.7	-0.0013110	8.7432e-05	0.13459	liquid
263.07	3300.0	64.698	0.015456	5.3596	6.3259	24.599	40.187	77.582	2668.6	-0.0013072	8.7376e-05	0.13452	liquid
