Temperature (K)	Pressure (psia)	Density (lbm/ft3)	Volume (ft3/lbm)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (ft/s)	Joule-Thomson (F/psia)	Viscosity (lbm/ft*s)	Therm. Cond. (W/m*K)	Phase
258.60	3400.0	65.695	0.015222	5.0068	5.9873	23.190	40.262	76.850	2757.0	-0.0016057	9.1769e-05	0.13930	liquid
258.67	3400.0	65.682	0.015225	5.0118	5.9924	23.209	40.262	76.857	2755.9	-0.0016022	9.1709e-05	0.13924	liquid
258.73	3400.0	65.669	0.015228	5.0167	5.9975	23.229	40.261	76.864	2754.8	-0.0015988	9.1649e-05	0.13917	liquid
258.80	3400.0	65.656	0.015231	5.0216	6.0027	23.249	40.260	76.872	2753.7	-0.0015954	9.1590e-05	0.13911	liquid
258.87	3400.0	65.644	0.015234	5.0266	6.0078	23.269	40.259	76.879	2752.7	-0.0015920	9.1530e-05	0.13905	liquid
258.93	3400.0	65.631	0.015237	5.0315	6.0129	23.289	40.258	76.886	2751.6	-0.0015886	9.1470e-05	0.13899	liquid
259.00	3400.0	65.618	0.015240	5.0364	6.0180	23.308	40.257	76.893	2750.5	-0.0015851	9.1410e-05	0.13892	liquid
259.07	3400.0	65.605	0.015243	5.0414	6.0232	23.328	40.256	76.900	2749.4	-0.0015817	9.1351e-05	0.13886	liquid
259.13	3400.0	65.592	0.015246	5.0463	6.0283	23.348	40.255	76.908	2748.3	-0.0015782	9.1291e-05	0.13880	liquid
259.20	3400.0	65.579	0.015249	5.0512	6.0334	23.368	40.254	76.915	2747.2	-0.0015748	9.1232e-05	0.13874	liquid
259.27	3400.0	65.566	0.015252	5.0562	6.0385	23.388	40.253	76.922	2746.1	-0.0015713	9.1172e-05	0.13867	liquid
259.33	3400.0	65.553	0.015255	5.0611	6.0437	23.407	40.252	76.929	2745.0	-0.0015679	9.1113e-05	0.13861	liquid
259.40	3400.0	65.540	0.015258	5.0660	6.0488	23.427	40.251	76.937	2743.9	-0.0015644	9.1053e-05	0.13855	liquid
259.47	3400.0	65.527	0.015261	5.0710	6.0539	23.447	40.250	76.944	2742.8	-0.0015610	9.0994e-05	0.13849	liquid
259.53	3400.0	65.514	0.015264	5.0759	6.0591	23.467	40.249	76.951	2741.7	-0.0015575	9.0935e-05	0.13842	liquid
259.60	3400.0	65.501	0.015267	5.0808	6.0642	23.486	40.248	76.958	2740.7	-0.0015540	9.0876e-05	0.13836	liquid
259.67	3400.0	65.488	0.015270	5.0858	6.0693	23.506	40.247	76.966	2739.6	-0.0015506	9.0816e-05	0.13830	liquid
259.73	3400.0	65.475	0.015273	5.0907	6.0745	23.526	40.246	76.973	2738.5	-0.0015471	9.0757e-05	0.13824	liquid
259.80	3400.0	65.462	0.015276	5.0957	6.0796	23.546	40.245	76.980	2737.4	-0.0015436	9.0698e-05	0.13817	liquid
259.87	3400.0	65.449	0.015279	5.1006	6.0847	23.565	40.244	76.988	2736.3	-0.0015401	9.0639e-05	0.13811	liquid
259.93	3400.0	65.436	0.015282	5.1055	6.0899	23.585	40.243	76.995	2735.2	-0.0015366	9.0580e-05	0.13805	liquid
260.00	3400.0	65.423	0.015285	5.1105	6.0950	23.605	40.242	77.002	2734.1	-0.0015331	9.0522e-05	0.13799	liquid
260.07	3400.0	65.410	0.015288	5.1154	6.1001	23.625	40.241	77.010	2733.0	-0.0015296	9.0463e-05	0.13792	liquid
260.13	3400.0	65.397	0.015291	5.1203	6.1053	23.644	40.240	77.017	2731.9	-0.0015261	9.0404e-05	0.13786	liquid
260.20	3400.0	65.384	0.015294	5.1253	6.1104	23.664	40.239	77.024	2730.8	-0.0015226	9.0345e-05	0.13780	liquid
260.27	3400.0	65.371	0.015297	5.1302	6.1155	23.684	40.239	77.032	2729.8	-0.0015191	9.0287e-05	0.13774	liquid
260.33	3400.0	65.358	0.015300	5.1352	6.1207	23.704	40.238	77.039	2728.7	-0.0015156	9.0228e-05	0.13767	liquid
260.40	3400.0	65.345	0.015303	5.1401	6.1258	23.723	40.237	77.046	2727.6	-0.0015120	9.0169e-05	0.13761	liquid
260.47	3400.0	65.332	0.015306	5.1450	6.1309	23.743	40.236	77.054	2726.5	-0.0015085	9.0111e-05	0.13755	liquid
260.53	3400.0	65.319	0.015309	5.1500	6.1361	23.763	40.235	77.061	2725.4	-0.0015050	9.0052e-05	0.13749	liquid
260.60	3400.0	65.306	0.015312	5.1549	6.1412	23.783	40.234	77.068	2724.3	-0.0015014	8.9994e-05	0.13742	liquid
260.67	3400.0	65.293	0.015315	5.1599	6.1463	23.802	40.233	77.076	2723.2	-0.0014979	8.9936e-05	0.13736	liquid
260.73	3400.0	65.280	0.015319	5.1648	6.1515	23.822	40.232	77.083	2722.1	-0.0014944	8.9877e-05	0.13730	liquid
260.80	3400.0	65.267	0.015322	5.1698	6.1566	23.842	40.231	77.091	2721.1	-0.0014908	8.9819e-05	0.13724	liquid
260.87	3400.0	65.254	0.015325	5.1747	6.1618	23.861	40.230	77.098	2720.0	-0.0014873	8.9761e-05	0.13718	liquid
260.93	3400.0	65.241	0.015328	5.1796	6.1669	23.881	40.229	77.106	2718.9	-0.0014837	8.9703e-05	0.13711	liquid
261.00	3400.0	65.228	0.015331	5.1846	6.1720	23.901	40.228	77.113	2717.8	-0.0014801	8.9645e-05	0.13705	liquid
261.07	3400.0	65.215	0.015334	5.1895	6.1772	23.920	40.227	77.120	2716.7	-0.0014766	8.9586e-05	0.13699	liquid
261.13	3400.0	65.202	0.015337	5.1945	6.1823	23.940	40.226	77.128	2715.6	-0.0014730	8.9528e-05	0.13693	liquid
261.20	3400.0	65.189	0.015340	5.1994	6.1875	23.960	40.226	77.135	2714.5	-0.0014694	8.9471e-05	0.13686	liquid
261.27	3400.0	65.176	0.015343	5.2044	6.1926	23.980	40.225	77.143	2713.4	-0.0014659	8.9413e-05	0.13680	liquid
261.33	3400.0	65.163	0.015346	5.2093	6.1978	23.999	40.224	77.150	2712.3	-0.0014623	8.9355e-05	0.13674	liquid
261.40	3400.0	65.150	0.015349	5.2143	6.2029	24.019	40.223	77.158	2711.3	-0.0014587	8.9297e-05	0.13668	liquid
261.47	3400.0	65.137	0.015352	5.2192	6.2080	24.039	40.222	77.165	2710.2	-0.0014551	8.9239e-05	0.13662	liquid
261.53	3400.0	65.124	0.015355	5.2241	6.2132	24.058	40.221	77.173	2709.1	-0.0014515	8.9182e-05	0.13655	liquid
261.60	3400.0	65.111	0.015358	5.2291	6.2183	24.078	40.220	77.180	2708.0	-0.0014479	8.9124e-05	0.13649	liquid
261.67	3400.0	65.098	0.015361	5.2340	6.2235	24.098	40.219	77.188	2706.9	-0.0014443	8.9066e-05	0.13643	liquid
261.73	3400.0	65.085	0.015365	5.2390	6.2286	24.117	40.218	77.196	2705.8	-0.0014407	8.9009e-05	0.13637	liquid
261.80	3400.0	65.072	0.015368	5.2439	6.2338	24.137	40.217	77.203	2704.7	-0.0014371	8.8951e-05	0.13631	liquid
261.87	3400.0	65.059	0.015371	5.2489	6.2389	24.157	40.216	77.211	2703.7	-0.0014334	8.8894e-05	0.13624	liquid
261.93	3400.0	65.046	0.015374	5.2538	6.2441	24.176	40.216	77.218	2702.6	-0.0014298	8.8836e-05	0.13618	liquid
262.00	3400.0	65.033	0.015377	5.2588	6.2492	24.196	40.215	77.226	2701.5	-0.0014262	8.8779e-05	0.13612	liquid
262.07	3400.0	65.020	0.015380	5.2637	6.2544	24.216	40.214	77.233	2700.4	-0.0014226	8.8722e-05	0.13606	liquid
262.13	3400.0	65.007	0.015383	5.2687	6.2595	24.235	40.213	77.241	2699.3	-0.0014189	8.8665e-05	0.13600	liquid
262.20	3400.0	64.993	0.015386	5.2736	6.2647	24.255	40.212	77.249	2698.2	-0.0014153	8.8607e-05	0.13593	liquid
262.27	3400.0	64.980	0.015389	5.2786	6.2698	24.274	40.211	77.256	2697.1	-0.0014116	8.8550e-05	0.13587	liquid
262.33	3400.0	64.967	0.015392	5.2835	6.2750	24.294	40.210	77.264	2696.1	-0.0014080	8.8493e-05	0.13581	liquid
262.40	3400.0	64.954	0.015395	5.2885	6.2801	24.314	40.209	77.271	2695.0	-0.0014043	8.8436e-05	0.13575	liquid
262.47	3400.0	64.941	0.015399	5.2934	6.2853	24.333	40.208	77.279	2693.9	-0.0014007	8.8379e-05	0.13569	liquid
262.53	3400.0	64.928	0.015402	5.2984	6.2904	24.353	40.207	77.287	2692.8	-0.0013970	8.8322e-05	0.13562	liquid
262.60	3400.0	64.915	0.015405	5.3033	6.2956	24.373	40.207	77.294	2691.7	-0.0013933	8.8265e-05	0.13556	liquid
262.67	3400.0	64.902	0.015408	5.3083	6.3007	24.392	40.206	77.302	2690.6	-0.0013897	8.8209e-05	0.13550	liquid
262.73	3400.0	64.889	0.015411	5.3132	6.3059	24.412	40.205	77.310	2689.5	-0.0013860	8.8152e-05	0.13544	liquid
262.80	3400.0	64.876	0.015414	5.3182	6.3110	24.431	40.204	77.317	2688.5	-0.0013823	8.8095e-05	0.13538	liquid
262.87	3400.0	64.862	0.015417	5.3232	6.3162	24.451	40.203	77.325	2687.4	-0.0013786	8.8038e-05	0.13531	liquid
262.93	3400.0	64.849	0.015420	5.3281	6.3213	24.471	40.202	77.333	2686.3	-0.0013749	8.7982e-05	0.13525	liquid
263.00	3400.0	64.836	0.015423	5.3331	6.3265	24.490	40.201	77.340	2685.2	-0.0013712	8.7925e-05	0.13519	liquid
263.07	3400.0	64.823	0.015427	5.3380	6.3317	24.510	40.200	77.348	2684.1	-0.0013675	8.7868e-05	0.13513	liquid
