Temperature (K)	Pressure (psia)	Density (lbm/ft3)	Volume (ft3/lbm)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (ft/s)	Joule-Thomson (F/psia)	Viscosity (lbm/ft*s)	Therm. Cond. (W/m*K)	Phase
253.00	3200.0	66.550	0.015026	4.6321	5.5430	21.677	40.321	76.660	2820.4	-0.0017841	9.6011e-05	0.14348	liquid
253.07	3200.0	66.537	0.015029	4.6370	5.5481	21.697	40.320	76.667	2819.3	-0.0017809	9.5947e-05	0.14342	liquid
253.13	3200.0	66.525	0.015032	4.6420	5.5532	21.717	40.319	76.674	2818.2	-0.0017776	9.5882e-05	0.14335	liquid
253.20	3200.0	66.512	0.015035	4.6469	5.5583	21.737	40.318	76.681	2817.1	-0.0017744	9.5817e-05	0.14329	liquid
253.27	3200.0	66.499	0.015038	4.6518	5.5634	21.757	40.317	76.688	2816.0	-0.0017711	9.5753e-05	0.14322	liquid
253.33	3200.0	66.486	0.015041	4.6568	5.5686	21.778	40.315	76.695	2814.9	-0.0017679	9.5688e-05	0.14316	liquid
253.40	3200.0	66.473	0.015044	4.6617	5.5737	21.798	40.314	76.702	2813.7	-0.0017646	9.5624e-05	0.14309	liquid
253.47	3200.0	66.460	0.015047	4.6666	5.5788	21.818	40.313	76.709	2812.6	-0.0017613	9.5559e-05	0.14303	liquid
253.53	3200.0	66.447	0.015050	4.6716	5.5839	21.838	40.312	76.716	2811.5	-0.0017581	9.5495e-05	0.14297	liquid
253.60	3200.0	66.435	0.015052	4.6765	5.5890	21.858	40.311	76.724	2810.4	-0.0017548	9.5431e-05	0.14290	liquid
253.67	3200.0	66.422	0.015055	4.6814	5.5941	21.879	40.310	76.731	2809.3	-0.0017515	9.5366e-05	0.14284	liquid
253.73	3200.0	66.409	0.015058	4.6864	5.5992	21.899	40.309	76.738	2808.2	-0.0017482	9.5302e-05	0.14277	liquid
253.80	3200.0	66.396	0.015061	4.6913	5.6044	21.919	40.308	76.745	2807.0	-0.0017449	9.5238e-05	0.14271	liquid
253.87	3200.0	66.383	0.015064	4.6963	5.6095	21.939	40.307	76.752	2805.9	-0.0017416	9.5174e-05	0.14265	liquid
253.93	3200.0	66.370	0.015067	4.7012	5.6146	21.959	40.306	76.759	2804.8	-0.0017383	9.5110e-05	0.14258	liquid
254.00	3200.0	66.357	0.015070	4.7061	5.6197	21.979	40.305	76.766	2803.7	-0.0017350	9.5046e-05	0.14252	liquid
254.07	3200.0	66.344	0.015073	4.7111	5.6248	21.999	40.304	76.773	2802.6	-0.0017317	9.4982e-05	0.14245	liquid
254.13	3200.0	66.331	0.015076	4.7160	5.6299	22.020	40.303	76.781	2801.5	-0.0017284	9.4919e-05	0.14239	liquid
254.20	3200.0	66.318	0.015079	4.7210	5.6351	22.040	40.301	76.788	2800.3	-0.0017251	9.4855e-05	0.14232	liquid
254.27	3200.0	66.306	0.015082	4.7259	5.6402	22.060	40.300	76.795	2799.2	-0.0017218	9.4791e-05	0.14226	liquid
254.33	3200.0	66.293	0.015085	4.7309	5.6453	22.080	40.299	76.802	2798.1	-0.0017185	9.4728e-05	0.14220	liquid
254.40	3200.0	66.280	0.015088	4.7358	5.6504	22.100	40.298	76.809	2797.0	-0.0017151	9.4664e-05	0.14213	liquid
254.47	3200.0	66.267	0.015091	4.7407	5.6555	22.120	40.297	76.817	2795.9	-0.0017118	9.4601e-05	0.14207	liquid
254.53	3200.0	66.254	0.015093	4.7457	5.6607	22.140	40.296	76.824	2794.8	-0.0017085	9.4537e-05	0.14200	liquid
254.60	3200.0	66.241	0.015096	4.7506	5.6658	22.161	40.295	76.831	2793.7	-0.0017051	9.4474e-05	0.14194	liquid
254.67	3200.0	66.228	0.015099	4.7556	5.6709	22.181	40.294	76.838	2792.5	-0.0017018	9.4411e-05	0.14188	liquid
254.73	3200.0	66.215	0.015102	4.7605	5.6760	22.201	40.293	76.845	2791.4	-0.0016984	9.4347e-05	0.14181	liquid
254.80	3200.0	66.202	0.015105	4.7655	5.6812	22.221	40.292	76.853	2790.3	-0.0016951	9.4284e-05	0.14175	liquid
254.87	3200.0	66.189	0.015108	4.7704	5.6863	22.241	40.291	76.860	2789.2	-0.0016917	9.4221e-05	0.14168	liquid
254.93	3200.0	66.176	0.015111	4.7753	5.6914	22.261	40.290	76.867	2788.1	-0.0016884	9.4158e-05	0.14162	liquid
255.00	3200.0	66.163	0.015114	4.7803	5.6965	22.281	40.289	76.875	2787.0	-0.0016850	9.4095e-05	0.14156	liquid
255.07	3200.0	66.150	0.015117	4.7852	5.7017	22.301	40.288	76.882	2785.9	-0.0016816	9.4032e-05	0.14149	liquid
255.13	3200.0	66.137	0.015120	4.7902	5.7068	22.321	40.287	76.889	2784.7	-0.0016783	9.3969e-05	0.14143	liquid
255.20	3200.0	66.124	0.015123	4.7951	5.7119	22.341	40.286	76.896	2783.6	-0.0016749	9.3906e-05	0.14136	liquid
255.27	3200.0	66.111	0.015126	4.8001	5.7170	22.362	40.285	76.904	2782.5	-0.0016715	9.3844e-05	0.14130	liquid
255.33	3200.0	66.098	0.015129	4.8050	5.7222	22.382	40.284	76.911	2781.4	-0.0016681	9.3781e-05	0.14124	liquid
255.40	3200.0	66.085	0.015132	4.8100	5.7273	22.402	40.282	76.918	2780.3	-0.0016647	9.3718e-05	0.14117	liquid
255.47	3200.0	66.073	0.015135	4.8149	5.7324	22.422	40.281	76.926	2779.2	-0.0016613	9.3656e-05	0.14111	liquid
255.53	3200.0	66.060	0.015138	4.8199	5.7375	22.442	40.280	76.933	2778.1	-0.0016579	9.3593e-05	0.14104	liquid
255.60	3200.0	66.047	0.015141	4.8248	5.7427	22.462	40.279	76.940	2777.0	-0.0016545	9.3531e-05	0.14098	liquid
255.67	3200.0	66.034	0.015144	4.8298	5.7478	22.482	40.278	76.948	2775.8	-0.0016511	9.3468e-05	0.14092	liquid
255.73	3200.0	66.021	0.015147	4.8347	5.7529	22.502	40.277	76.955	2774.7	-0.0016477	9.3406e-05	0.14085	liquid
255.80	3200.0	66.008	0.015150	4.8397	5.7581	22.522	40.276	76.963	2773.6	-0.0016443	9.3343e-05	0.14079	liquid
255.87	3200.0	65.995	0.015153	4.8446	5.7632	22.542	40.275	76.970	2772.5	-0.0016409	9.3281e-05	0.14073	liquid
255.93	3200.0	65.982	0.015156	4.8496	5.7683	22.562	40.274	76.977	2771.4	-0.0016375	9.3219e-05	0.14066	liquid
256.00	3200.0	65.969	0.015159	4.8545	5.7735	22.582	40.273	76.985	2770.3	-0.0016340	9.3157e-05	0.14060	liquid
256.07	3200.0	65.956	0.015162	4.8595	5.7786	22.602	40.272	76.992	2769.2	-0.0016306	9.3095e-05	0.14053	liquid
256.13	3200.0	65.943	0.015165	4.8644	5.7837	22.622	40.271	77.000	2768.1	-0.0016272	9.3033e-05	0.14047	liquid
256.20	3200.0	65.930	0.015168	4.8694	5.7889	22.642	40.270	77.007	2766.9	-0.0016237	9.2971e-05	0.14041	liquid
256.27	3200.0	65.917	0.015171	4.8743	5.7940	22.662	40.269	77.015	2765.8	-0.0016203	9.2909e-05	0.14034	liquid
256.33	3200.0	65.904	0.015174	4.8793	5.7991	22.682	40.268	77.022	2764.7	-0.0016168	9.2847e-05	0.14028	liquid
256.40	3200.0	65.891	0.015177	4.8842	5.8043	22.702	40.267	77.029	2763.6	-0.0016134	9.2785e-05	0.14022	liquid
256.47	3200.0	65.878	0.015180	4.8892	5.8094	22.723	40.266	77.037	2762.5	-0.0016099	9.2724e-05	0.14015	liquid
256.53	3200.0	65.865	0.015183	4.8941	5.8145	22.743	40.265	77.044	2761.4	-0.0016065	9.2662e-05	0.14009	liquid
256.60	3200.0	65.852	0.015186	4.8991	5.8197	22.763	40.264	77.052	2760.3	-0.0016030	9.2600e-05	0.14002	liquid
256.67	3200.0	65.838	0.015189	4.9040	5.8248	22.783	40.263	77.059	2759.2	-0.0015995	9.2539e-05	0.13996	liquid
256.73	3200.0	65.825	0.015192	4.9090	5.8299	22.803	40.262	77.067	2758.1	-0.0015960	9.2477e-05	0.13990	liquid
256.80	3200.0	65.812	0.015195	4.9140	5.8351	22.823	40.261	77.074	2756.9	-0.0015926	9.2416e-05	0.13983	liquid
256.87	3200.0	65.799	0.015198	4.9189	5.8402	22.843	40.260	77.082	2755.8	-0.0015891	9.2354e-05	0.13977	liquid
256.93	3200.0	65.786	0.015201	4.9239	5.8454	22.863	40.259	77.090	2754.7	-0.0015856	9.2293e-05	0.13971	liquid
257.00	3200.0	65.773	0.015204	4.9288	5.8505	22.883	40.258	77.097	2753.6	-0.0015821	9.2232e-05	0.13964	liquid
257.07	3200.0	65.760	0.015207	4.9338	5.8556	22.903	40.257	77.105	2752.5	-0.0015786	9.2171e-05	0.13958	liquid
257.13	3200.0	65.747	0.015210	4.9387	5.8608	22.923	40.256	77.112	2751.4	-0.0015751	9.2109e-05	0.13952	liquid
257.20	3200.0	65.734	0.015213	4.9437	5.8659	22.943	40.255	77.120	2750.3	-0.0015716	9.2048e-05	0.13945	liquid
257.27	3200.0	65.721	0.015216	4.9487	5.8711	22.963	40.254	77.127	2749.2	-0.0015681	9.1987e-05	0.13939	liquid
257.33	3200.0	65.708	0.015219	4.9536	5.8762	22.983	40.253	77.135	2748.1	-0.0015646	9.1926e-05	0.13932	liquid
257.40	3200.0	65.695	0.015222	4.9586	5.8813	23.003	40.252	77.143	2746.9	-0.0015610	9.1865e-05	0.13926	liquid
257.47	3200.0	65.682	0.015225	4.9635	5.8865	23.023	40.251	77.150	2745.8	-0.0015575	9.1804e-05	0.13920	liquid
257.53	3200.0	65.669	0.015228	4.9685	5.8916	23.043	40.250	77.158	2744.7	-0.0015540	9.1744e-05	0.13913	liquid
257.60	3200.0	65.656	0.015231	4.9735	5.8968	23.062	40.249	77.165	2743.6	-0.0015504	9.1683e-05	0.13907	liquid
257.67	3200.0	65.643	0.015234	4.9784	5.9019	23.082	40.248	77.173	2742.5	-0.0015469	9.1622e-05	0.13901	liquid
257.73	3200.0	65.630	0.015237	4.9834	5.9071	23.102	40.247	77.181	2741.4	-0.0015434	9.1562e-05	0.13894	liquid
257.80	3200.0	65.616	0.015240	4.9883	5.9122	23.122	40.246	77.188	2740.3	-0.0015398	9.1501e-05	0.13888	liquid
257.87	3200.0	65.603	0.015243	4.9933	5.9174	23.142	40.245	77.196	2739.2	-0.0015363	9.1440e-05	0.13882	liquid
257.93	3200.0	65.590	0.015246	4.9983	5.9225	23.162	40.244	77.204	2738.1	-0.0015327	9.1380e-05	0.13875	liquid
258.00	3200.0	65.577	0.015249	5.0032	5.9277	23.182	40.243	77.211	2737.0	-0.0015292	9.1319e-05	0.13869	liquid
258.07	3200.0	65.564	0.015252	5.0082	5.9328	23.202	40.242	77.219	2735.8	-0.0015256	9.1259e-05	0.13863	liquid
258.13	3200.0	65.551	0.015255	5.0132	5.9380	23.222	40.241	77.227	2734.7	-0.0015220	9.1199e-05	0.13856	liquid
258.20	3200.0	65.538	0.015258	5.0181	5.9431	23.242	40.240	77.235	2733.6	-0.0015184	9.1138e-05	0.13850	liquid
258.27	3200.0	65.525	0.015261	5.0231	5.9482	23.262	40.239	77.242	2732.5	-0.0015149	9.1078e-05	0.13844	liquid
258.33	3200.0	65.512	0.015264	5.0280	5.9534	23.282	40.238	77.250	2731.4	-0.0015113	9.1018e-05	0.13837	liquid
258.40	3200.0	65.499	0.015268	5.0330	5.9585	23.302	40.237	77.258	2730.3	-0.0015077	9.0958e-05	0.13831	liquid
258.47	3200.0	65.485	0.015271	5.0380	5.9637	23.322	40.236	77.266	2729.2	-0.0015041	9.0898e-05	0.13825	liquid
258.53	3200.0	65.472	0.015274	5.0429	5.9689	23.342	40.235	77.273	2728.1	-0.0015005	9.0838e-05	0.13818	liquid
258.60	3200.0	65.459	0.015277	5.0479	5.9740	23.362	40.234	77.281	2727.0	-0.0014969	9.0778e-05	0.13812	liquid
258.67	3200.0	65.446	0.015280	5.0529	5.9792	23.382	40.233	77.289	2725.9	-0.0014933	9.0718e-05	0.13806	liquid
258.73	3200.0	65.433	0.015283	5.0578	5.9843	23.402	40.232	77.297	2724.8	-0.0014897	9.0658e-05	0.13799	liquid
258.80	3200.0	65.420	0.015286	5.0628	5.9895	23.421	40.232	77.304	2723.7	-0.0014861	9.0598e-05	0.13793	liquid
258.87	3200.0	65.407	0.015289	5.0678	5.9946	23.441	40.231	77.312	2722.5	-0.0014825	9.0539e-05	0.13787	liquid
258.93	3200.0	65.394	0.015292	5.0727	5.9998	23.461	40.230	77.320	2721.4	-0.0014788	9.0479e-05	0.13780	liquid
259.00	3200.0	65.380	0.015295	5.0777	6.0049	23.481	40.229	77.328	2720.3	-0.0014752	9.0419e-05	0.13774	liquid
259.07	3200.0	65.367	0.015298	5.0827	6.0101	23.501	40.228	77.336	2719.2	-0.0014716	9.0360e-05	0.13768	liquid
259.13	3200.0	65.354	0.015301	5.0876	6.0152	23.521	40.227	77.344	2718.1	-0.0014679	9.0300e-05	0.13761	liquid
259.20	3200.0	65.341	0.015304	5.0926	6.0204	23.541	40.226	77.351	2717.0	-0.0014643	9.0241e-05	0.13755	liquid
259.27	3200.0	65.328	0.015307	5.0976	6.0256	23.561	40.225	77.359	2715.9	-0.0014606	9.0181e-05	0.13749	liquid
259.33	3200.0	65.315	0.015311	5.1026	6.0307	23.581	40.224	77.367	2714.8	-0.0014570	9.0122e-05	0.13742	liquid
259.40	3200.0	65.301	0.015314	5.1075	6.0359	23.601	40.223	77.375	2713.7	-0.0014533	9.0063e-05	0.13736	liquid
259.47	3200.0	65.288	0.015317	5.1125	6.0410	23.620	40.222	77.383	2712.6	-0.0014497	9.0003e-05	0.13730	liquid
259.53	3200.0	65.275	0.015320	5.1175	6.0462	23.640	40.221	77.391	2711.5	-0.0014460	8.9944e-05	0.13724	liquid
259.60	3200.0	65.262	0.015323	5.1224	6.0513	23.660	40.220	77.399	2710.4	-0.0014423	8.9885e-05	0.13717	liquid
259.67	3200.0	65.249	0.015326	5.1274	6.0565	23.680	40.219	77.407	2709.3	-0.0014387	8.9826e-05	0.13711	liquid
259.73	3200.0	65.236	0.015329	5.1324	6.0617	23.700	40.218	77.415	2708.1	-0.0014350	8.9767e-05	0.13705	liquid
259.80	3200.0	65.222	0.015332	5.1374	6.0668	23.720	40.217	77.423	2707.0	-0.0014313	8.9708e-05	0.13698	liquid
259.87	3200.0	65.209	0.015335	5.1423	6.0720	23.740	40.216	77.431	2705.9	-0.0014276	8.9649e-05	0.13692	liquid
259.93	3200.0	65.196	0.015338	5.1473	6.0771	23.760	40.215	77.438	2704.8	-0.0014239	8.9590e-05	0.13686	liquid
260.00	3200.0	65.183	0.015341	5.1523	6.0823	23.779	40.214	77.446	2703.7	-0.0014202	8.9531e-05	0.13679	liquid
260.07	3200.0	65.170	0.015345	5.1573	6.0875	23.799	40.214	77.454	2702.6	-0.0014165	8.9472e-05	0.13673	liquid
260.13	3200.0	65.156	0.015348	5.1622	6.0926	23.819	40.213	77.462	2701.5	-0.0014128	8.9414e-05	0.13667	liquid
260.20	3200.0	65.143	0.015351	5.1672	6.0978	23.839	40.212	77.470	2700.4	-0.0014091	8.9355e-05	0.13661	liquid
260.27	3200.0	65.130	0.015354	5.1722	6.1030	23.859	40.211	77.478	2699.3	-0.0014054	8.9296e-05	0.13654	liquid
260.33	3200.0	65.117	0.015357	5.1772	6.1081	23.879	40.210	77.486	2698.2	-0.0014017	8.9238e-05	0.13648	liquid
260.40	3200.0	65.103	0.015360	5.1821	6.1133	23.898	40.209	77.494	2697.1	-0.0013979	8.9179e-05	0.13642	liquid
260.47	3200.0	65.090	0.015363	5.1871	6.1185	23.918	40.208	77.503	2696.0	-0.0013942	8.9121e-05	0.13635	liquid
260.53	3200.0	65.077	0.015366	5.1921	6.1236	23.938	40.207	77.511	2694.9	-0.0013905	8.9062e-05	0.13629	liquid
260.60	3200.0	65.064	0.015370	5.1971	6.1288	23.958	40.206	77.519	2693.8	-0.0013867	8.9004e-05	0.13623	liquid
260.67	3200.0	65.051	0.015373	5.2021	6.1340	23.978	40.205	77.527	2692.7	-0.0013830	8.8946e-05	0.13616	liquid
260.73	3200.0	65.037	0.015376	5.2070	6.1391	23.998	40.204	77.535	2691.6	-0.0013792	8.8887e-05	0.13610	liquid
260.80	3200.0	65.024	0.015379	5.2120	6.1443	24.017	40.203	77.543	2690.5	-0.0013755	8.8829e-05	0.13604	liquid
260.87	3200.0	65.011	0.015382	5.2170	6.1495	24.037	40.202	77.551	2689.3	-0.0013717	8.8771e-05	0.13598	liquid
260.93	3200.0	64.998	0.015385	5.2220	6.1546	24.057	40.202	77.559	2688.2	-0.0013680	8.8713e-05	0.13591	liquid
261.00	3200.0	64.984	0.015388	5.2270	6.1598	24.077	40.201	77.567	2687.1	-0.0013642	8.8655e-05	0.13585	liquid
261.07	3200.0	64.971	0.015391	5.2319	6.1650	24.097	40.200	77.575	2686.0	-0.0013604	8.8597e-05	0.13579	liquid
261.13	3200.0	64.958	0.015395	5.2369	6.1702	24.117	40.199	77.583	2684.9	-0.0013566	8.8539e-05	0.13573	liquid
261.20	3200.0	64.945	0.015398	5.2419	6.1753	24.136	40.198	77.592	2683.8	-0.0013529	8.8481e-05	0.13566	liquid
261.27	3200.0	64.931	0.015401	5.2469	6.1805	24.156	40.197	77.600	2682.7	-0.0013491	8.8423e-05	0.13560	liquid
261.33	3200.0	64.918	0.015404	5.2519	6.1857	24.176	40.196	77.608	2681.6	-0.0013453	8.8365e-05	0.13554	liquid
261.40	3200.0	64.905	0.015407	5.2568	6.1909	24.196	40.195	77.616	2680.5	-0.0013415	8.8307e-05	0.13547	liquid
261.47	3200.0	64.892	0.015410	5.2618	6.1960	24.216	40.194	77.624	2679.4	-0.0013377	8.8250e-05	0.13541	liquid
261.53	3200.0	64.878	0.015413	5.2668	6.2012	24.235	40.193	77.632	2678.3	-0.0013339	8.8192e-05	0.13535	liquid
261.60	3200.0	64.865	0.015417	5.2718	6.2064	24.255	40.193	77.641	2677.2	-0.0013301	8.8134e-05	0.13529	liquid
261.67	3200.0	64.852	0.015420	5.2768	6.2116	24.275	40.192	77.649	2676.1	-0.0013262	8.8077e-05	0.13522	liquid
261.73	3200.0	64.838	0.015423	5.2818	6.2167	24.295	40.191	77.657	2675.0	-0.0013224	8.8019e-05	0.13516	liquid
261.80	3200.0	64.825	0.015426	5.2868	6.2219	24.314	40.190	77.665	2673.9	-0.0013186	8.7962e-05	0.13510	liquid
261.87	3200.0	64.812	0.015429	5.2917	6.2271	24.334	40.189	77.673	2672.8	-0.0013148	8.7905e-05	0.13504	liquid
261.93	3200.0	64.799	0.015432	5.2967	6.2323	24.354	40.188	77.682	2671.7	-0.0013109	8.7847e-05	0.13497	liquid
262.00	3200.0	64.785	0.015436	5.3017	6.2374	24.374	40.187	77.690	2670.6	-0.0013071	8.7790e-05	0.13491	liquid
262.07	3200.0	64.772	0.015439	5.3067	6.2426	24.394	40.186	77.698	2669.5	-0.0013032	8.7733e-05	0.13485	liquid
262.13	3200.0	64.759	0.015442	5.3117	6.2478	24.413	40.185	77.707	2668.4	-0.0012994	8.7675e-05	0.13479	liquid
262.20	3200.0	64.745	0.015445	5.3167	6.2530	24.433	40.185	77.715	2667.3	-0.0012955	8.7618e-05	0.13472	liquid
262.27	3200.0	64.732	0.015448	5.3217	6.2582	24.453	40.184	77.723	2666.2	-0.0012917	8.7561e-05	0.13466	liquid
262.33	3200.0	64.719	0.015451	5.3267	6.2634	24.473	40.183	77.731	2665.1	-0.0012878	8.7504e-05	0.13460	liquid
262.40	3200.0	64.705	0.015455	5.3316	6.2685	24.492	40.182	77.740	2664.0	-0.0012839	8.7447e-05	0.13453	liquid
262.47	3200.0	64.692	0.015458	5.3366	6.2737	24.512	40.181	77.748	2662.9	-0.0012801	8.7390e-05	0.13447	liquid
262.53	3200.0	64.679	0.015461	5.3416	6.2789	24.532	40.180	77.756	2661.7	-0.0012762	8.7333e-05	0.13441	liquid
262.60	3200.0	64.665	0.015464	5.3466	6.2841	24.552	40.179	77.765	2660.6	-0.0012723	8.7276e-05	0.13435	liquid
262.67	3200.0	64.652	0.015467	5.3516	6.2893	24.571	40.178	77.773	2659.5	-0.0012684	8.7219e-05	0.13429	liquid
262.73	3200.0	64.639	0.015471	5.3566	6.2945	24.591	40.177	77.781	2658.4	-0.0012645	8.7163e-05	0.13422	liquid
262.80	3200.0	64.625	0.015474	5.3616	6.2996	24.611	40.177	77.790	2657.3	-0.0012606	8.7106e-05	0.13416	liquid
262.87	3200.0	64.612	0.015477	5.3666	6.3048	24.631	40.176	77.798	2656.2	-0.0012567	8.7049e-05	0.13410	liquid
262.93	3200.0	64.599	0.015480	5.3716	6.3100	24.650	40.175	77.807	2655.1	-0.0012528	8.6993e-05	0.13404	liquid
263.00	3200.0	64.585	0.015483	5.3766	6.3152	24.670	40.174	77.815	2654.0	-0.0012489	8.6936e-05	0.13397	liquid
263.07	3200.0	64.572	0.015487	5.3816	6.3204	24.690	40.173	77.823	2652.9	-0.0012450	8.6880e-05	0.13391	liquid
