Temperature (K)	Pressure (psia)	Density (lbm/ft3)	Volume (ft3/lbm)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (ft/s)	Joule-Thomson (F/psia)	Viscosity (lbm/ft*s)	Therm. Cond. (W/m*K)	Phase
251.00	2900.0	66.605	0.015014	4.5419	5.3667	21.316	40.312	77.044	2810.4	-0.0017367	9.6459e-05	0.14371	liquid
251.07	2900.0	66.592	0.015017	4.5469	5.3719	21.336	40.311	77.052	2809.3	-0.0017333	9.6393e-05	0.14364	liquid
251.13	2900.0	66.579	0.015020	4.5519	5.3770	21.357	40.310	77.060	2808.1	-0.0017299	9.6326e-05	0.14358	liquid
251.20	2900.0	66.566	0.015023	4.5568	5.3822	21.377	40.308	77.067	2807.0	-0.0017266	9.6260e-05	0.14351	liquid
251.27	2900.0	66.553	0.015026	4.5618	5.3873	21.398	40.307	77.075	2805.9	-0.0017232	9.6194e-05	0.14345	liquid
251.33	2900.0	66.540	0.015029	4.5668	5.3924	21.418	40.306	77.083	2804.7	-0.0017198	9.6127e-05	0.14338	liquid
251.40	2900.0	66.526	0.015032	4.5718	5.3976	21.439	40.305	77.090	2803.6	-0.0017164	9.6061e-05	0.14331	liquid
251.47	2900.0	66.513	0.015035	4.5767	5.4027	21.459	40.304	77.098	2802.4	-0.0017130	9.5995e-05	0.14325	liquid
251.53	2900.0	66.500	0.015038	4.5817	5.4079	21.480	40.303	77.106	2801.3	-0.0017095	9.5929e-05	0.14318	liquid
251.60	2900.0	66.487	0.015040	4.5867	5.4130	21.500	40.302	77.113	2800.1	-0.0017061	9.5863e-05	0.14312	liquid
251.67	2900.0	66.474	0.015043	4.5917	5.4181	21.520	40.301	77.121	2799.0	-0.0017027	9.5797e-05	0.14305	liquid
251.73	2900.0	66.461	0.015046	4.5967	5.4233	21.541	40.300	77.129	2797.8	-0.0016993	9.5731e-05	0.14299	liquid
251.80	2900.0	66.448	0.015049	4.6016	5.4284	21.561	40.298	77.137	2796.7	-0.0016958	9.5665e-05	0.14292	liquid
251.87	2900.0	66.435	0.015052	4.6066	5.4336	21.582	40.297	77.144	2795.6	-0.0016924	9.5600e-05	0.14286	liquid
251.93	2900.0	66.422	0.015055	4.6116	5.4387	21.602	40.296	77.152	2794.4	-0.0016890	9.5534e-05	0.14279	liquid
252.00	2900.0	66.409	0.015058	4.6166	5.4438	21.623	40.295	77.160	2793.3	-0.0016855	9.5468e-05	0.14273	liquid
252.07	2900.0	66.395	0.015061	4.6216	5.4490	21.643	40.294	77.168	2792.1	-0.0016821	9.5403e-05	0.14266	liquid
252.13	2900.0	66.382	0.015064	4.6265	5.4541	21.663	40.293	77.175	2791.0	-0.0016786	9.5337e-05	0.14259	liquid
252.20	2900.0	66.369	0.015067	4.6315	5.4593	21.684	40.292	77.183	2789.8	-0.0016752	9.5272e-05	0.14253	liquid
252.27	2900.0	66.356	0.015070	4.6365	5.4644	21.704	40.291	77.191	2788.7	-0.0016717	9.5206e-05	0.14246	liquid
252.33	2900.0	66.343	0.015073	4.6415	5.4696	21.725	40.290	77.199	2787.6	-0.0016682	9.5141e-05	0.14240	liquid
252.40	2900.0	66.330	0.015076	4.6465	5.4747	21.745	40.288	77.207	2786.4	-0.0016648	9.5076e-05	0.14233	liquid
252.47	2900.0	66.317	0.015079	4.6514	5.4799	21.765	40.287	77.215	2785.3	-0.0016613	9.5011e-05	0.14227	liquid
252.53	2900.0	66.303	0.015082	4.6564	5.4850	21.786	40.286	77.222	2784.1	-0.0016578	9.4946e-05	0.14220	liquid
252.60	2900.0	66.290	0.015085	4.6614	5.4902	21.806	40.285	77.230	2783.0	-0.0016543	9.4881e-05	0.14214	liquid
252.67	2900.0	66.277	0.015088	4.6664	5.4953	21.827	40.284	77.238	2781.8	-0.0016508	9.4816e-05	0.14207	liquid
252.73	2900.0	66.264	0.015091	4.6714	5.5005	21.847	40.283	77.246	2780.7	-0.0016474	9.4751e-05	0.14201	liquid
252.80	2900.0	66.251	0.015094	4.6764	5.5056	21.867	40.282	77.254	2779.6	-0.0016439	9.4686e-05	0.14194	liquid
252.87	2900.0	66.238	0.015097	4.6814	5.5108	21.888	40.281	77.262	2778.4	-0.0016404	9.4621e-05	0.14188	liquid
252.93	2900.0	66.225	0.015100	4.6863	5.5159	21.908	40.280	77.270	2777.3	-0.0016368	9.4556e-05	0.14181	liquid
253.00	2900.0	66.211	0.015103	4.6913	5.5211	21.928	40.279	77.278	2776.1	-0.0016333	9.4491e-05	0.14175	liquid
253.07	2900.0	66.198	0.015106	4.6963	5.5262	21.949	40.278	77.286	2775.0	-0.0016298	9.4427e-05	0.14168	liquid
253.13	2900.0	66.185	0.015109	4.7013	5.5314	21.969	40.277	77.294	2773.8	-0.0016263	9.4362e-05	0.14161	liquid
253.20	2900.0	66.172	0.015112	4.7063	5.5365	21.989	40.275	77.301	2772.7	-0.0016228	9.4298e-05	0.14155	liquid
253.27	2900.0	66.159	0.015115	4.7113	5.5417	22.010	40.274	77.309	2771.6	-0.0016192	9.4233e-05	0.14148	liquid
253.33	2900.0	66.145	0.015118	4.7163	5.5468	22.030	40.273	77.317	2770.4	-0.0016157	9.4169e-05	0.14142	liquid
253.40	2900.0	66.132	0.015121	4.7213	5.5520	22.051	40.272	77.325	2769.3	-0.0016122	9.4105e-05	0.14135	liquid
253.47	2900.0	66.119	0.015124	4.7262	5.5571	22.071	40.271	77.333	2768.1	-0.0016086	9.4040e-05	0.14129	liquid
253.53	2900.0	66.106	0.015127	4.7312	5.5623	22.091	40.270	77.341	2767.0	-0.0016051	9.3976e-05	0.14122	liquid
253.60	2900.0	66.093	0.015130	4.7362	5.5675	22.112	40.269	77.349	2765.9	-0.0016015	9.3912e-05	0.14116	liquid
253.67	2900.0	66.079	0.015133	4.7412	5.5726	22.132	40.268	77.358	2764.7	-0.0015980	9.3848e-05	0.14109	liquid
253.73	2900.0	66.066	0.015136	4.7462	5.5778	22.152	40.267	77.366	2763.6	-0.0015944	9.3784e-05	0.14103	liquid
253.80	2900.0	66.053	0.015139	4.7512	5.5829	22.173	40.266	77.374	2762.4	-0.0015908	9.3720e-05	0.14096	liquid
253.87	2900.0	66.040	0.015142	4.7562	5.5881	22.193	40.265	77.382	2761.3	-0.0015873	9.3656e-05	0.14090	liquid
253.93	2900.0	66.027	0.015145	4.7612	5.5932	22.213	40.264	77.390	2760.2	-0.0015837	9.3592e-05	0.14083	liquid
254.00	2900.0	66.013	0.015148	4.7662	5.5984	22.233	40.263	77.398	2759.0	-0.0015801	9.3528e-05	0.14077	liquid
254.07	2900.0	66.000	0.015151	4.7712	5.6036	22.254	40.262	77.406	2757.9	-0.0015765	9.3465e-05	0.14070	liquid
254.13	2900.0	65.987	0.015155	4.7762	5.6087	22.274	40.261	77.414	2756.7	-0.0015729	9.3401e-05	0.14064	liquid
254.20	2900.0	65.974	0.015158	4.7812	5.6139	22.294	40.260	77.422	2755.6	-0.0015693	9.3337e-05	0.14057	liquid
254.27	2900.0	65.960	0.015161	4.7862	5.6190	22.315	40.258	77.430	2754.5	-0.0015657	9.3274e-05	0.14051	liquid
254.33	2900.0	65.947	0.015164	4.7911	5.6242	22.335	40.257	77.438	2753.3	-0.0015621	9.3210e-05	0.14044	liquid
254.40	2900.0	65.934	0.015167	4.7961	5.6294	22.355	40.256	77.447	2752.2	-0.0015585	9.3147e-05	0.14038	liquid
254.47	2900.0	65.921	0.015170	4.8011	5.6345	22.376	40.255	77.455	2751.0	-0.0015549	9.3084e-05	0.14031	liquid
254.53	2900.0	65.907	0.015173	4.8061	5.6397	22.396	40.254	77.463	2749.9	-0.0015513	9.3020e-05	0.14025	liquid
254.60	2900.0	65.894	0.015176	4.8111	5.6449	22.416	40.253	77.471	2748.7	-0.0015477	9.2957e-05	0.14018	liquid
254.67	2900.0	65.881	0.015179	4.8161	5.6500	22.436	40.252	77.479	2747.6	-0.0015440	9.2894e-05	0.14012	liquid
254.73	2900.0	65.868	0.015182	4.8211	5.6552	22.457	40.251	77.487	2746.5	-0.0015404	9.2831e-05	0.14005	liquid
254.80	2900.0	65.854	0.015185	4.8261	5.6604	22.477	40.250	77.496	2745.3	-0.0015368	9.2768e-05	0.13999	liquid
254.87	2900.0	65.841	0.015188	4.8311	5.6655	22.497	40.249	77.504	2744.2	-0.0015331	9.2705e-05	0.13992	liquid
254.93	2900.0	65.828	0.015191	4.8361	5.6707	22.518	40.248	77.512	2743.0	-0.0015295	9.2642e-05	0.13986	liquid
255.00	2900.0	65.815	0.015194	4.8411	5.6759	22.538	40.247	77.520	2741.9	-0.0015258	9.2579e-05	0.13979	liquid
255.07	2900.0	65.801	0.015197	4.8461	5.6810	22.558	40.246	77.529	2740.8	-0.0015222	9.2516e-05	0.13973	liquid
255.13	2900.0	65.788	0.015200	4.8511	5.6862	22.578	40.245	77.537	2739.6	-0.0015185	9.2453e-05	0.13966	liquid
255.20	2900.0	65.775	0.015203	4.8561	5.6914	22.599	40.244	77.545	2738.5	-0.0015148	9.2390e-05	0.13960	liquid
255.27	2900.0	65.761	0.015206	4.8611	5.6965	22.619	40.243	77.553	2737.4	-0.0015112	9.2328e-05	0.13953	liquid
255.33	2900.0	65.748	0.015210	4.8661	5.7017	22.639	40.242	77.562	2736.2	-0.0015075	9.2265e-05	0.13947	liquid
255.40	2900.0	65.735	0.015213	4.8711	5.7069	22.659	40.241	77.570	2735.1	-0.0015038	9.2203e-05	0.13940	liquid
255.47	2900.0	65.722	0.015216	4.8761	5.7121	22.680	40.240	77.578	2733.9	-0.0015001	9.2140e-05	0.13934	liquid
255.53	2900.0	65.708	0.015219	4.8811	5.7172	22.700	40.239	77.587	2732.8	-0.0014964	9.2078e-05	0.13927	liquid
255.60	2900.0	65.695	0.015222	4.8861	5.7224	22.720	40.238	77.595	2731.7	-0.0014927	9.2015e-05	0.13921	liquid
255.67	2900.0	65.682	0.015225	4.8911	5.7276	22.740	40.237	77.603	2730.5	-0.0014890	9.1953e-05	0.13914	liquid
255.73	2900.0	65.668	0.015228	4.8961	5.7327	22.761	40.236	77.612	2729.4	-0.0014853	9.1891e-05	0.13908	liquid
255.80	2900.0	65.655	0.015231	4.9011	5.7379	22.781	40.235	77.620	2728.2	-0.0014816	9.1829e-05	0.13902	liquid
255.87	2900.0	65.642	0.015234	4.9062	5.7431	22.801	40.234	77.629	2727.1	-0.0014779	9.1766e-05	0.13895	liquid
255.93	2900.0	65.628	0.015237	4.9112	5.7483	22.821	40.233	77.637	2726.0	-0.0014742	9.1704e-05	0.13889	liquid
256.00	2900.0	65.615	0.015240	4.9162	5.7534	22.842	40.232	77.645	2724.8	-0.0014704	9.1642e-05	0.13882	liquid
256.07	2900.0	65.602	0.015244	4.9212	5.7586	22.862	40.231	77.654	2723.7	-0.0014667	9.1580e-05	0.13876	liquid
256.13	2900.0	65.588	0.015247	4.9262	5.7638	22.882	40.230	77.662	2722.5	-0.0014630	9.1518e-05	0.13869	liquid
256.20	2900.0	65.575	0.015250	4.9312	5.7690	22.902	40.229	77.671	2721.4	-0.0014592	9.1456e-05	0.13863	liquid
256.27	2900.0	65.562	0.015253	4.9362	5.7742	22.922	40.228	77.679	2720.3	-0.0014555	9.1395e-05	0.13856	liquid
256.33	2900.0	65.548	0.015256	4.9412	5.7793	22.943	40.227	77.688	2719.1	-0.0014517	9.1333e-05	0.13850	liquid
256.40	2900.0	65.535	0.015259	4.9462	5.7845	22.963	40.226	77.696	2718.0	-0.0014480	9.1271e-05	0.13843	liquid
256.47	2900.0	65.522	0.015262	4.9512	5.7897	22.983	40.225	77.705	2716.9	-0.0014442	9.1210e-05	0.13837	liquid
256.53	2900.0	65.508	0.015265	4.9562	5.7949	23.003	40.224	77.713	2715.7	-0.0014405	9.1148e-05	0.13830	liquid
256.60	2900.0	65.495	0.015268	4.9612	5.8001	23.023	40.223	77.722	2714.6	-0.0014367	9.1086e-05	0.13824	liquid
256.67	2900.0	65.482	0.015271	4.9662	5.8052	23.044	40.222	77.730	2713.4	-0.0014329	9.1025e-05	0.13817	liquid
256.73	2900.0	65.468	0.015275	4.9713	5.8104	23.064	40.221	77.739	2712.3	-0.0014291	9.0963e-05	0.13811	liquid
256.80	2900.0	65.455	0.015278	4.9763	5.8156	23.084	40.220	77.747	2711.2	-0.0014253	9.0902e-05	0.13805	liquid
256.87	2900.0	65.441	0.015281	4.9813	5.8208	23.104	40.219	77.756	2710.0	-0.0014216	9.0841e-05	0.13798	liquid
256.93	2900.0	65.428	0.015284	4.9863	5.8260	23.124	40.218	77.764	2708.9	-0.0014178	9.0780e-05	0.13792	liquid
257.00	2900.0	65.415	0.015287	4.9913	5.8312	23.144	40.217	77.773	2707.8	-0.0014140	9.0718e-05	0.13785	liquid
257.07	2900.0	65.401	0.015290	4.9963	5.8363	23.165	40.216	77.781	2706.6	-0.0014102	9.0657e-05	0.13779	liquid
257.13	2900.0	65.388	0.015293	5.0013	5.8415	23.185	40.215	77.790	2705.5	-0.0014063	9.0596e-05	0.13772	liquid
257.20	2900.0	65.374	0.015297	5.0063	5.8467	23.205	40.214	77.799	2704.3	-0.0014025	9.0535e-05	0.13766	liquid
257.27	2900.0	65.361	0.015300	5.0114	5.8519	23.225	40.213	77.807	2703.2	-0.0013987	9.0474e-05	0.13759	liquid
257.33	2900.0	65.348	0.015303	5.0164	5.8571	23.245	40.212	77.816	2702.1	-0.0013949	9.0413e-05	0.13753	liquid
257.40	2900.0	65.334	0.015306	5.0214	5.8623	23.265	40.211	77.824	2700.9	-0.0013911	9.0352e-05	0.13746	liquid
257.47	2900.0	65.321	0.015309	5.0264	5.8675	23.286	40.210	77.833	2699.8	-0.0013872	9.0291e-05	0.13740	liquid
257.53	2900.0	65.307	0.015312	5.0314	5.8727	23.306	40.209	77.842	2698.7	-0.0013834	9.0231e-05	0.13734	liquid
257.60	2900.0	65.294	0.015315	5.0364	5.8778	23.326	40.208	77.850	2697.5	-0.0013795	9.0170e-05	0.13727	liquid
257.67	2900.0	65.281	0.015319	5.0415	5.8830	23.346	40.207	77.859	2696.4	-0.0013757	9.0109e-05	0.13721	liquid
257.73	2900.0	65.267	0.015322	5.0465	5.8882	23.366	40.206	77.868	2695.2	-0.0013718	9.0049e-05	0.13714	liquid
257.80	2900.0	65.254	0.015325	5.0515	5.8934	23.386	40.205	77.876	2694.1	-0.0013680	8.9988e-05	0.13708	liquid
257.87	2900.0	65.240	0.015328	5.0565	5.8986	23.406	40.204	77.885	2693.0	-0.0013641	8.9928e-05	0.13701	liquid
257.93	2900.0	65.227	0.015331	5.0615	5.9038	23.427	40.203	77.894	2691.8	-0.0013602	8.9867e-05	0.13695	liquid
258.00	2900.0	65.213	0.015334	5.0666	5.9090	23.447	40.202	77.903	2690.7	-0.0013563	8.9807e-05	0.13689	liquid
258.07	2900.0	65.200	0.015337	5.0716	5.9142	23.467	40.201	77.911	2689.6	-0.0013525	8.9747e-05	0.13682	liquid
258.13	2900.0	65.186	0.015341	5.0766	5.9194	23.487	40.200	77.920	2688.4	-0.0013486	8.9686e-05	0.13676	liquid
258.20	2900.0	65.173	0.015344	5.0816	5.9246	23.507	40.199	77.929	2687.3	-0.0013447	8.9626e-05	0.13669	liquid
258.27	2900.0	65.160	0.015347	5.0866	5.9298	23.527	40.199	77.938	2686.2	-0.0013408	8.9566e-05	0.13663	liquid
258.33	2900.0	65.146	0.015350	5.0917	5.9350	23.547	40.198	77.947	2685.0	-0.0013369	8.9506e-05	0.13656	liquid
258.40	2900.0	65.133	0.015353	5.0967	5.9402	23.567	40.197	77.955	2683.9	-0.0013330	8.9446e-05	0.13650	liquid
258.47	2900.0	65.119	0.015356	5.1017	5.9454	23.588	40.196	77.964	2682.7	-0.0013291	8.9386e-05	0.13644	liquid
258.53	2900.0	65.106	0.015360	5.1067	5.9506	23.608	40.195	77.973	2681.6	-0.0013251	8.9326e-05	0.13637	liquid
258.60	2900.0	65.092	0.015363	5.1118	5.9558	23.628	40.194	77.982	2680.5	-0.0013212	8.9266e-05	0.13631	liquid
258.67	2900.0	65.079	0.015366	5.1168	5.9610	23.648	40.193	77.991	2679.3	-0.0013173	8.9206e-05	0.13624	liquid
258.73	2900.0	65.065	0.015369	5.1218	5.9662	23.668	40.192	78.000	2678.2	-0.0013134	8.9146e-05	0.13618	liquid
258.80	2900.0	65.052	0.015372	5.1268	5.9714	23.688	40.191	78.008	2677.1	-0.0013094	8.9086e-05	0.13611	liquid
258.87	2900.0	65.038	0.015376	5.1319	5.9766	23.708	40.190	78.017	2675.9	-0.0013055	8.9027e-05	0.13605	liquid
258.93	2900.0	65.025	0.015379	5.1369	5.9818	23.728	40.189	78.026	2674.8	-0.0013015	8.8967e-05	0.13599	liquid
259.00	2900.0	65.011	0.015382	5.1419	5.9870	23.748	40.188	78.035	2673.7	-0.0012976	8.8907e-05	0.13592	liquid
259.07	2900.0	64.998	0.015385	5.1469	5.9922	23.768	40.187	78.044	2672.5	-0.0012936	8.8848e-05	0.13586	liquid
259.13	2900.0	64.984	0.015388	5.1520	5.9974	23.789	40.186	78.053	2671.4	-0.0012896	8.8788e-05	0.13579	liquid
259.20	2900.0	64.971	0.015392	5.1570	6.0026	23.809	40.185	78.062	2670.3	-0.0012857	8.8729e-05	0.13573	liquid
259.27	2900.0	64.957	0.015395	5.1620	6.0078	23.829	40.184	78.071	2669.1	-0.0012817	8.8670e-05	0.13567	liquid
259.33	2900.0	64.944	0.015398	5.1670	6.0130	23.849	40.184	78.080	2668.0	-0.0012777	8.8610e-05	0.13560	liquid
259.40	2900.0	64.930	0.015401	5.1721	6.0182	23.869	40.183	78.089	2666.9	-0.0012737	8.8551e-05	0.13554	liquid
259.47	2900.0	64.917	0.015404	5.1771	6.0234	23.889	40.182	78.098	2665.7	-0.0012697	8.8492e-05	0.13547	liquid
259.53	2900.0	64.903	0.015408	5.1821	6.0286	23.909	40.181	78.107	2664.6	-0.0012657	8.8433e-05	0.13541	liquid
259.60	2900.0	64.890	0.015411	5.1872	6.0338	23.929	40.180	78.116	2663.4	-0.0012617	8.8374e-05	0.13535	liquid
259.67	2900.0	64.876	0.015414	5.1922	6.0390	23.949	40.179	78.125	2662.3	-0.0012577	8.8314e-05	0.13528	liquid
259.73	2900.0	64.862	0.015417	5.1972	6.0442	23.969	40.178	78.134	2661.2	-0.0012537	8.8255e-05	0.13522	liquid
259.80	2900.0	64.849	0.015420	5.2023	6.0494	23.989	40.177	78.143	2660.0	-0.0012497	8.8196e-05	0.13515	liquid
259.87	2900.0	64.835	0.015424	5.2073	6.0546	24.009	40.176	78.152	2658.9	-0.0012457	8.8138e-05	0.13509	liquid
259.93	2900.0	64.822	0.015427	5.2123	6.0599	24.029	40.175	78.161	2657.8	-0.0012416	8.8079e-05	0.13503	liquid
260.00	2900.0	64.808	0.015430	5.2174	6.0651	24.049	40.174	78.170	2656.6	-0.0012376	8.8020e-05	0.13496	liquid
260.07	2900.0	64.795	0.015433	5.2224	6.0703	24.069	40.173	78.179	2655.5	-0.0012336	8.7961e-05	0.13490	liquid
260.13	2900.0	64.781	0.015437	5.2274	6.0755	24.089	40.173	78.188	2654.4	-0.0012295	8.7902e-05	0.13483	liquid
260.20	2900.0	64.768	0.015440	5.2325	6.0807	24.109	40.172	78.197	2653.2	-0.0012255	8.7844e-05	0.13477	liquid
260.27	2900.0	64.754	0.015443	5.2375	6.0859	24.129	40.171	78.206	2652.1	-0.0012214	8.7785e-05	0.13471	liquid
260.33	2900.0	64.740	0.015446	5.2425	6.0911	24.150	40.170	78.216	2651.0	-0.0012173	8.7727e-05	0.13464	liquid
260.40	2900.0	64.727	0.015450	5.2476	6.0963	24.170	40.169	78.225	2649.8	-0.0012133	8.7668e-05	0.13458	liquid
260.47	2900.0	64.713	0.015453	5.2526	6.1016	24.190	40.168	78.234	2648.7	-0.0012092	8.7610e-05	0.13451	liquid
260.53	2900.0	64.700	0.015456	5.2576	6.1068	24.210	40.167	78.243	2647.6	-0.0012051	8.7551e-05	0.13445	liquid
260.60	2900.0	64.686	0.015459	5.2627	6.1120	24.230	40.166	78.252	2646.4	-0.0012010	8.7493e-05	0.13439	liquid
260.67	2900.0	64.672	0.015463	5.2677	6.1172	24.250	40.165	78.261	2645.3	-0.0011969	8.7435e-05	0.13432	liquid
260.73	2900.0	64.659	0.015466	5.2728	6.1224	24.270	40.164	78.271	2644.2	-0.0011928	8.7376e-05	0.13426	liquid
260.80	2900.0	64.645	0.015469	5.2778	6.1276	24.290	40.164	78.280	2643.0	-0.0011887	8.7318e-05	0.13419	liquid
260.87	2900.0	64.632	0.015472	5.2828	6.1329	24.310	40.163	78.289	2641.9	-0.0011846	8.7260e-05	0.13413	liquid
260.93	2900.0	64.618	0.015476	5.2879	6.1381	24.330	40.162	78.298	2640.8	-0.0011805	8.7202e-05	0.13407	liquid
261.00	2900.0	64.604	0.015479	5.2929	6.1433	24.350	40.161	78.308	2639.6	-0.0011764	8.7144e-05	0.13400	liquid
261.07	2900.0	64.591	0.015482	5.2980	6.1485	24.370	40.160	78.317	2638.5	-0.0011723	8.7086e-05	0.13394	liquid
261.13	2900.0	64.577	0.015485	5.3030	6.1537	24.390	40.159	78.326	2637.4	-0.0011682	8.7028e-05	0.13388	liquid
261.20	2900.0	64.563	0.015489	5.3080	6.1590	24.410	40.158	78.335	2636.2	-0.0011640	8.6970e-05	0.13381	liquid
261.27	2900.0	64.550	0.015492	5.3131	6.1642	24.430	40.157	78.345	2635.1	-0.0011599	8.6912e-05	0.13375	liquid
261.33	2900.0	64.536	0.015495	5.3181	6.1694	24.450	40.156	78.354	2634.0	-0.0011557	8.6854e-05	0.13368	liquid
261.40	2900.0	64.523	0.015498	5.3232	6.1746	24.470	40.156	78.363	2632.8	-0.0011516	8.6796e-05	0.13362	liquid
261.47	2900.0	64.509	0.015502	5.3282	6.1799	24.490	40.155	78.373	2631.7	-0.0011474	8.6739e-05	0.13356	liquid
261.53	2900.0	64.495	0.015505	5.3333	6.1851	24.510	40.154	78.382	2630.6	-0.0011433	8.6681e-05	0.13349	liquid
261.60	2900.0	64.482	0.015508	5.3383	6.1903	24.530	40.153	78.391	2629.4	-0.0011391	8.6623e-05	0.13343	liquid
261.67	2900.0	64.468	0.015512	5.3434	6.1955	24.550	40.152	78.401	2628.3	-0.0011349	8.6566e-05	0.13337	liquid
261.73	2900.0	64.454	0.015515	5.3484	6.2008	24.570	40.151	78.410	2627.2	-0.0011307	8.6508e-05	0.13330	liquid
261.80	2900.0	64.441	0.015518	5.3535	6.2060	24.590	40.150	78.420	2626.0	-0.0011266	8.6451e-05	0.13324	liquid
261.87	2900.0	64.427	0.015521	5.3585	6.2112	24.609	40.149	78.429	2624.9	-0.0011224	8.6393e-05	0.13318	liquid
261.93	2900.0	64.413	0.015525	5.3635	6.2165	24.629	40.149	78.438	2623.8	-0.0011182	8.6336e-05	0.13311	liquid
262.00	2900.0	64.400	0.015528	5.3686	6.2217	24.649	40.148	78.448	2622.6	-0.0011140	8.6279e-05	0.13305	liquid
262.07	2900.0	64.386	0.015531	5.3736	6.2269	24.669	40.147	78.457	2621.5	-0.0011098	8.6221e-05	0.13298	liquid
262.13	2900.0	64.372	0.015535	5.3787	6.2321	24.689	40.146	78.467	2620.4	-0.0011056	8.6164e-05	0.13292	liquid
262.20	2900.0	64.359	0.015538	5.3837	6.2374	24.709	40.145	78.476	2619.3	-0.0011013	8.6107e-05	0.13286	liquid
262.27	2900.0	64.345	0.015541	5.3888	6.2426	24.729	40.144	78.486	2618.1	-0.0010971	8.6050e-05	0.13279	liquid
262.33	2900.0	64.331	0.015545	5.3938	6.2478	24.749	40.143	78.495	2617.0	-0.0010929	8.5993e-05	0.13273	liquid
262.40	2900.0	64.317	0.015548	5.3989	6.2531	24.769	40.143	78.505	2615.9	-0.0010886	8.5936e-05	0.13267	liquid
262.47	2900.0	64.304	0.015551	5.4039	6.2583	24.789	40.142	78.514	2614.7	-0.0010844	8.5879e-05	0.13260	liquid
262.53	2900.0	64.290	0.015555	5.4090	6.2635	24.809	40.141	78.524	2613.6	-0.0010802	8.5822e-05	0.13254	liquid
262.60	2900.0	64.276	0.015558	5.4141	6.2688	24.829	40.140	78.533	2612.5	-0.0010759	8.5765e-05	0.13248	liquid
262.67	2900.0	64.263	0.015561	5.4191	6.2740	24.849	40.139	78.543	2611.3	-0.0010716	8.5708e-05	0.13241	liquid
262.73	2900.0	64.249	0.015564	5.4242	6.2792	24.869	40.138	78.552	2610.2	-0.0010674	8.5651e-05	0.13235	liquid
262.80	2900.0	64.235	0.015568	5.4292	6.2845	24.889	40.138	78.562	2609.1	-0.0010631	8.5595e-05	0.13229	liquid
262.87	2900.0	64.221	0.015571	5.4343	6.2897	24.909	40.137	78.571	2607.9	-0.0010588	8.5538e-05	0.13222	liquid
262.93	2900.0	64.208	0.015574	5.4393	6.2950	24.929	40.136	78.581	2606.8	-0.0010546	8.5481e-05	0.13216	liquid
263.00	2900.0	64.194	0.015578	5.4444	6.3002	24.949	40.135	78.591	2605.7	-0.0010503	8.5425e-05	0.13210	liquid
263.07	2900.0	64.180	0.015581	5.4494	6.3054	24.968	40.134	78.600	2604.5	-0.0010460	8.5368e-05	0.13203	liquid
