time,thrust,impulse,Pc,Pox,dmox,dmf,OF,r,dm_total_dt,cstar
0.0,0.0,0.0,14.891269035532995,2999.9999999999995,1.8625326055457108,0.10981908912986328,16.960007775544636,0.5,1.972351694675574,0.0
0.02002002002002002,381.53114475293154,7.432943964887707,1218.0891444703498,2947.621017663621,1.417712249702653,0.09100145714378328,15.579006031328186,0.5029352702605508,1.5087137068464362,252.88505236054405
0.04004004004004004,377.8200306331806,15.051881188069112,1207.0277548782421,2898.112687487691,1.4018660457420125,0.09012171585659338,15.555252498440426,0.5058050999950239,1.491987761598606,253.2326607212658
0.06006006006006006,373.96649680237704,22.58578580220431,1195.536619489696,2850.735786867046,1.3869120979763447,0.08928556653661632,15.533441201916633,0.5086325455162775,1.4761976645129613,253.33090939807101
0.08008008008008008,370.4524887675398,30.03734682509074,1185.0532207022586,2805.345582804613,1.3722097452508255,0.08846476164589134,15.51137107839092,0.5114191922045853,1.4606745068967169,253.6174123792894
0.10010010010010009,366.4031771181154,37.410014217761564,1172.9671836880525,2761.8123772121835,1.3588283498247251,0.08770609458615715,15.492975217245531,0.5141664519560181,1.4465344444108823,253.29723639407516
0.12012012012012012,362.5535573628363,44.705953811540724,1161.471476831244,2720.0157754872394,1.3458088574929286,0.08696732825542555,15.474878721584375,0.5168757496542331,1.432776185748354,253.04270197195575
0.14014014014014015,358.62084900694293,51.92788670239533,1149.7218408098859,2679.847174258448,1.333482466586787,0.08626288610718641,15.45835673675306,0.5195483702443402,1.4197453526939734,252.59519133234576
0.16016016016016016,355.371670597247,59.07764998704088,1140.0098780107555,2641.205710791231,1.3208164889965552,0.0855471124032804,15.43963848563411,0.5221855947950672,1.4063636013998355,252.68833055941215
0.18018018018018017,351.5719906952486,66.15837971486175,1128.6472168681428,2604.0015282900586,1.3093989007380935,0.0848898807802141,15.424675929610736,0.5247885094796136,1.3942887815183076,252.15148780900688
0.20020020020020018,348.879550775711,73.17101240187192,1120.5922269578114,2568.1482347006513,1.2970045360886124,0.08419282646283978,15.405166812650862,0.5273583257609825,1.3811973625514522,252.59210612105014
0.22022022022022023,345.30034822399546,80.11902209867421,1109.8798206618264,2533.570971011387,1.286268694025546,0.08357225492957497,15.391097142340655,0.5298959615709784,1.369840948955121,252.07331441462713
0.24024024024024024,341.8570242488985,87.00358433027128,1099.5692057702145,2500.196893184214,1.2758075282519754,0.0829669307363678,15.377301738519499,0.5324024748158285,1.3587744589883433,251.5921770441751
0.2602602602602603,339.05229451585143,93.82615246871852,1091.1671977560845,2467.959237179411,1.2649052060563173,0.08234500401564113,15.3610437108735,0.5348788463436785,1.3472502100719583,251.66245436899374
0.2802802802802803,336.4020414120821,100.58881834098698,1083.2249569698465,2436.797446935869,1.2541935601644552,0.08173431293662756,15.344761766540941,0.5373259432705947,1.3359278731010826,251.8115297880519
0.3003003003003003,333.6607937932505,107.29342055860705,1075.00693454446,2406.6550916280257,1.2439947660029809,0.0811490612390999,15.329749315739333,0.5397446047385572,1.3251438272420808,251.79213526404365
0.3203203203203203,330.8268999685197,113.9415400921654,1066.5078278821177,2377.479468705963,1.2342992225375748,0.08058876137927051,15.316021755548014,0.5421356463348379,1.314887983916845,251.60082380784883
0.34034034034034033,327.9026601688635,120.53468267735889,1057.734167483795,2349.2215555006246,1.2250925296278232,0.08005271378999254,15.30357275384427,0.5444998464805761,1.3051452434178157,251.2384440142285
0.36036036036036034,325.0117274330056,127.07419467604299,1049.0568060025762,2321.8355313309207,1.2161867304632459,0.07953248983996784,15.29169692675797,0.5468379582929379,1.2957192203032135,250.8349975366955
0.38038038038038036,322.23569602727304,133.5613853156396,1040.7208914641808,2295.2787334418367,1.2074499883209313,0.07902214037562007,15.279894755843063,0.5491506970216176,1.2864721286965515,250.48012221901845
0.40040040040040037,320.5504456043009,139.9968063455157,1035.6587333016437,2269.5102348341434,1.1974441148530337,0.07845742090973014,15.26234358673048,0.5514388134466616,1.2759015357627639,251.23446960401085
0.42042042042042044,318.39272393870976,146.382928932393,1029.175518745584,2244.4947443645733,1.1884173704610015,0.07793847991599552,15.24814663747502,0.5537028449631344,1.266355850376997,251.424371628183
0.44044044044044045,315.2009595252649,152.72141024417925,1019.5815215694348,2220.1981002305233,1.1812068991435238,0.07750275864710478,15.24083683939487,0.5559433712764948,1.2587096577906287,250.41593792052626
0.46046046046046046,312.8798945943967,159.0119114192529,1012.6018185509138,2196.5854026982706,1.1729963139828674,0.07702439194662918,15.228894176738793,0.5581611323035633,1.2500207059294965,250.29976952401276
0.4804804804804805,311.03138613522174,165.25584799839484,1007.0413773698618,2173.6265284615706,1.164345928879164,0.07652827590029183,15.214584611786922,0.5603566719823199,1.240874204779456,250.65505023573456
0.5005005005005005,308.17943991250837,171.45546559563178,998.4594200503511,2151.2944337768267,1.1574637169899105,0.07611318662952611,15.207137793661929,0.5625304270970362,1.2335769036194366,249.82588358154194
0.5205205205205206,306.51515253658147,177.61003353700642,993.4495590735008,2129.559534094144,1.1490369465829495,0.07563074014653572,15.19272380987774,0.5646830945680326,1.2246676867294852,250.284347221686
0.5405405405405406,303.7762089985025,183.72235880559498,985.2019052088405,2108.3989730875073,1.1424883689207803,0.07523423960051509,15.1857501981446,0.5668150065258792,1.2177226085212955,249.46256797135754
0.5605605605605606,302.37111281395727,189.79143745958598,980.9694177726634,2087.786014970022,1.1341268658651151,0.07475812223259021,15.170617345585248,0.5689268401604339,1.2088849880977053,250.12397026268542
