time,dm_ox_dt,dr_dt,thrust,n_lo,n_go,OF,r,V_chmb,p_chmb,p_tank
9.775,0.12829770837598967,0.0006263648641073889,9.532265679261954,0.020064738670299464,0.00367407530079091,14.69778749082316,0.24567061224417058,117.72483187845621,268.7943491158368,692.6489732312992
9.78,0.12829209032782588,0.0006265943938126975,9.531699925757852,0.02005016432972647,0.0036755452089049126,14.699140204330542,0.24554726713774855,117.727115915628,268.7810031275818,692.6051653574868
9.785,0.1282864714782806,0.0006268242221224432,9.531134094768674,0.020035590627470515,0.0036770147521294023,14.700494311250333,0.24542387678962374,117.72939964288352,268.7676542657656,692.5613521728229
9.790000000000001,0.12828085182698654,0.000627054349687794,9.530568186200625,0.020021017563622675,0.003678483930428881,14.701849814227463,0.2453004411408877,117.73168306004953,268.7543025275607,692.5175336730645
9.795,0.12827523137357752,0.0006272847771619183,9.530002199959824,0.020006445138274077,0.003679952743767834,14.703206715914233,0.24517696013250337,117.73396616695264,268.7409479101364,692.4737098539725
9.8,0.12826961011768803,0.0006275155051999909,9.52943613595225,0.019991873351515883,0.003681421192110732,14.704565018970351,0.24505343370530477,117.73624896341907,268.7275904106582,692.4298807113136
9.805,0.12826398805895325,0.0006277465344592014,9.52886999408376,0.019977302203439296,0.003682889275422028,14.705924726062953,0.24492986179999648,117.73853144927483,268.71423002628757,692.3860462408571
9.81,0.1282583651970107,0.0006279778655987683,9.5283037742602,0.019962731694135566,0.00368435699366616,14.707285839866659,0.24480624435715337,117.74081362434563,268.7008667541852,692.3422064383782
9.815,0.1282527415314979,0.0006282094992799377,9.527737476387237,0.01994816182369598,0.003685824346807549,14.708648363063567,0.2446825813172201,117.74309548845687,268.6875005915066,692.2983612996558
9.82,0.12824711706205325,0.0006284414361659951,9.527171100370422,0.019933592592211866,0.003687291334810601,14.710012298343282,0.24455887262051082,117.74537704143371,268.6741315354035,692.254510820473
9.825000000000001,0.12824149178831723,0.0006286736769222784,9.526604646115274,0.019919023999774597,0.0036887579576397062,14.711377648402976,0.24443511820720867,117.74765828310098,268.66075958302645,692.210654996618
9.83,0.12823586570993017,0.0006289062222161763,9.526038113527118,0.01990445604647558,0.0036902242152592373,14.712744415947379,0.24431131801736541,117.74993921328327,268.6473847315203,692.1667938238829
9.835,0.12823023882653414,0.0006291390727171452,9.525471502511229,0.01988988873240627,0.003691690107633552,14.714112603688829,0.24418747199090104,117.75221983180485,268.6340069780277,692.1229272980646
9.84,0.12822461113777206,0.000629372229096713,9.524904812972757,0.019875322057658153,0.0036931556347269915,14.715482214347286,0.24406358006760334,117.75450013848972,268.62062631968786,692.0790554149636
