325.44
326.66
321.17
312.01
308.96
307.13
305.91
300.42
291.26
288.82
284.55
278.44
275.39
272.34
267.46
263.18
254.03
255.25
253.42
250.37
244.26
246.7
244.87
246.7
233.28
230.22
233.28
230.22
229.61
227.78
233.28
219.24
219.24
214.36
216.8
212.52
216.19
208.25
206.42
203.37
209.47
203.98
202.15
200.32
194.82
200.32
191.77
189.33
189.94
193.6
188.11
185.67
184.45
182.01
185.06
187.5
180.18
180.18
173.46
173.46
182.01
175.9
175.9
169.8
169.8
171.02
166.75
163.09
164.92
166.75
160.03
167.97
162.48
154.54
159.42
155.76
155.76
154.54
149.66
150.88
149.66
149.05
149.66
145.39
146
142.94
141.11
148.44
140.5
137.45
141.11
139.28
139.89
136.23
135.01
131.35
128.91
131.35
130.13
129.52
123.41
122.8
121.58
114.87
113.04
111.82
117.31
104.49
106.32
102.05
101.44
99.61
102.05
99
94.73
93.51
93.51
91.06
89.84
91.06
88.01
84.96
84.35
83.74
79.47
79.47
78.25
77.03
75.2
76.42
73.97
73.97
72.14
70.31
69.09
72.14
70.92
67.87
69.09
67.87
66.04
64.82
66.65
62.99
67.26
60.55
62.99
61.16
59.33
58.72
59.94
58.72
56.27
55.05
57.5
56.27
56.27
54.44
52
52.61
54.44
52
50.78
51.39
50.78
48.95
48.34
48.95
45.9
45.29
47.12
45.9
45.9
45.29
43.46
44.68
45.29
42.85
42.24
41.63
41.63
38.57
40.41
39.79
37.96
39.79
40.41
42.24
37.96
36.74
37.35
36.13
36.74
35.52
34.3
34.3
34.3
33.69
34.3
30.03
30.64
31.86
30.64
36.13
33.69
29.42
30.03
28.81
27.59
28.81
28.2
26.98
26.37
26.98
26.37
23.93
23.93
25.76
22.71
24.54
23.32
24.54
22.71
21.48
22.09
21.48
20.26
20.87
20.87
19.65
20.26
19.04
19.65
18.43
19.04
19.04
20.26
17.82
19.04
16.6
17.21
15.99
15.38
16.6
15.38
16.6
14.77
14.77
14.16
14.77
14.77
13.55
22.71
12.33
12.94
14.77
12.94
12.94
10.5
12.94
12.33
11.72
11.11
11.72
9.89
12.33
11.11
11.11
10.5
12.33
9.89
9.89
9.28
9.89
9.28
7.45
8.67
8.67
8.67
8.67
8.67
8.67
8.67
8.06
8.06
8.06
10.5
8.67
9.28
7.45
7.45
8.06
7.45
7.45
7.45
6.84
7.45
6.84
8.06
6.84
7.45
6.23
6.23
6.84
9.28
6.84
6.84
6.84
6.84
14.16
8.67
8.06
6.84
6.23
6.84
6.84
5.62
6.23
6.23
6.23
5.62
15.99
6.23
5
5.62
5.62
5.62
5.62
6.23
5.62
5.62
6.23
6.23
5.62
5
5
5.62
5
6.23
6.23
5.62
6.23
5.62
5
5.62
5.62
5.62
6.23
5.62
6.23
5.62
6.23
6.23
5
5.62
6.23
11.11
5
5.62
5.62
5.62
5.62
5.62
5.62
8.06
6.23
6.23
5.62
6.23
6.23
6.23
6.23
6.23
5.62
8.06
6.23
6.23
6.23
6.23
6.23
6.23
6.23
12.33
5
5
6.23
5.62
6.23
5.62
5.62
5.62
11.11
8.06
5.62
6.23
